Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
DisGeNET,35,C0264694,Chronic myocardial ischemia,,-2.2,7.8,4.3,30337,29,400,3,0.75,0.43,4318|6347|6696,MMP9|CCL2|SPP1,-1.1,DEGs
DisGeNET,35,C0275544,Congenital infectious disease,,-2.2,7.8,4.3,30337,29,400,3,0.75,0.43,3553|3576|7099,IL1B|CXCL8|TLR4,-1.1,DEGs
DisGeNET,35,C1849718,"POPLITEAL PTERYGIUM SYNDROME, LETHAL TYPE",,-2.2,7.8,4.3,30337,29,400,3,0.75,0.43,4318|6354|6696,MMP9|CCL7|SPP1,-1.1,DEGs
DisGeNET,35,C0483368,Human anaplasmosis due to Anaplasma phagocytophilum,,-2.2,7.8,4.3,30337,29,400,3,0.75,0.43,3553|3576|3586,IL1B|CXCL8|IL10,-1.1,DEGs
DisGeNET,35,C0264714,Acute heart failure,,-2.2,4.3,3.6,30337,89,400,5,1.2,0.56,133|366|2358|3553|6696,ADM|AQP9|FPR2|IL1B|SPP1,-1.1,DEGs
DisGeNET,35,C0015923,Fetal Alcohol Syndrome,,-2.2,4.3,3.6,30337,89,400,5,1.2,0.56,1268|3552|3553|3586|7099,CNR1|IL1A|IL1B|IL10|TLR4,-1.1,DEGs
DisGeNET,35,C0162830,"Dermatitis, Phototoxic",,-2.2,4.3,3.6,30337,89,400,5,1.2,0.56,2215|3553|3576|5142|5743,FCGR3B|IL1B|CXCL8|PDE4B|PTGS2,-1.1,DEGs
DisGeNET,35,C0007959,Charcot-Marie-Tooth Disease,,-2.2,2.9,3.2,30337,208,400,8,2,0.7,1959|4311|5341|6347|7133|26353|27036|84649,EGR2|MME|PLEK|CCL2|TNFRSF1B|HSPB8|SIGLEC7|DGAT2,-1.1,DEGs
DisGeNET,35,C0087169,Withdrawal Symptoms,,-2.2,3.6,3.4,30337,126,400,6,1.5,0.61,1268|2353|2866|3274|4318|6531,CNR1|FOS|GPR42|HRH2|MMP9|SLC6A3,-1.1,DEGs
DisGeNET,35,C0035258,Restless Legs Syndrome,,-2.2,3.6,3.4,30337,126,400,6,1.5,0.61,3162|3553|5265|6531|9839|57817,HMOX1|IL1B|SERPINA1|SLC6A3|ZEB2|HAMP,-1.1,DEGs
DisGeNET,35,C0338831,Manic,,-2.2,3.2,3.3,30337,166,400,7,1.8,0.66,3557|4318|5142|5265|6347|6531|7099,IL1RN|MMP9|PDE4B|SERPINA1|CCL2|SLC6A3|TLR4,-1.1,DEGs
DisGeNET,35,C0220645,Childhood Soft Tissue Sarcoma,,-2.2,3.2,3.3,30337,166,400,7,1.8,0.66,1839|4317|4318|5788|6347|6696|7056,HBEGF|MMP8|MMP9|PTPRC|CCL2|SPP1|THBD,-1.1,DEGs
DisGeNET,35,C0085159,Seasonal Affective Disorder,,-2.2,5.3,3.8,30337,57,400,4,1,0.5,4311|5997|6531|23569,MME|RGS2|SLC6A3|PADI4,-1.1,DEGs
DisGeNET,35,C0017662,"Glomerulonephritis, Membranoproliferative",,-2.2,5.3,3.8,30337,57,400,4,1,0.5,3553|3577|4318|6347,IL1B|CXCR1|MMP9|CCL2,-1.1,DEGs
DisGeNET,35,C1332225,Aggressive Non-Hodgkin Lymphoma,,-2.2,5.3,3.8,30337,57,400,4,1,0.5,943|3586|5023|338339,TNFRSF8|IL10|P2RX1|CLEC4D,-1.1,DEGs
COVID,200,COVID005,RNA_Appelberg_Huh-7_72h_Down,,-2.2,2.5,3.1,30337,300,400,10,2.5,0.78,1839|1903|2316|3385|6573|6696|8870|9473|10763|196410,HBEGF|S1PR3|FLNA|ICAM3|SLC19A1|SPP1|IER3|THEMIS2|NES|TMT1B,-1.1,DEGs
DisGeNET,35,C0027832,Neurofibromatosis 2,,-2.2,3.6,3.4,30337,127,400,6,1.5,0.61,2321|3553|3586|4210|5743|7852,FLT1|IL1B|IL10|MEFV|PTGS2|CXCR4,-1.1,DEGs
TRRUST,34,TRR01259,Regulated by: SP3,,-2.2,3.6,3.4,30337,127,400,6,1.5,0.61,929|1839|3936|5329|9021|9308,CD14|HBEGF|LCP1|PLAUR|SOCS3|CD83,-1.1,DEGs
DisGeNET,35,C0151546,Oral Cavity Carcinoma,,-2.2,3.2,3.3,30337,167,400,7,1.8,0.66,1830|3586|4318|5743|7133|7852|9839,DSG3|IL10|MMP9|PTGS2|TNFRSF1B|CXCR4|ZEB2,-1.1,DEGs
Transcription Factor Targets,16,M6144,STAT5B 01,,-2.2,2.7,3.1,30337,255,400,9,2.2,0.74,2353|3383|3937|4084|5008|6347|6781|9839|57817,FOS|ICAM1|LCP2|MXD1|OSM|CCL2|STC1|ZEB2|HAMP,-1.1,DEGs
DisGeNET,35,C0340164,Lofgrens syndrome,,-2.1,7.6,4.2,30337,30,400,3,0.75,0.43,1118|6347|115350,CHIT1|CCL2|FCRL1,-1.1,DEGs
TRRUST,34,TRR00757,Regulated by: MITF,,-2.1,7.6,4.2,30337,30,400,3,0.75,0.43,597|2353|7439,BCL2A1|FOS|BEST1,-1.1,DEGs
DisGeNET,35,C0750151,Vaso-Occlusive Crisis,,-2.1,7.6,4.2,30337,30,400,3,0.75,0.43,3162|3579|6402,HMOX1|CXCR2|SELL,-1.1,DEGs
DisGeNET,35,C0151785,Disease of mucous membrane,,-2.1,7.6,4.2,30337,30,400,3,0.75,0.43,1830|2358|4318,DSG3|FPR2|MMP9,-1.1,DEGs
DisGeNET,35,C0031350,Pharyngitis,,-2.1,7.6,4.2,30337,30,400,3,0.75,0.43,4210|7852|91662,MEFV|CXCR4|NLRP12,-1.1,DEGs
DisGeNET,35,C0011428,Dentigerous Cyst,,-2.1,7.6,4.2,30337,30,400,3,0.75,0.43,3552|3586|5743,IL1A|IL10|PTGS2,-1.1,DEGs
DisGeNET,35,C0025309,Meningoencephalitis,,-2.1,7.6,4.2,30337,30,400,3,0.75,0.43,3586|5806|51311,IL10|PTX3|TLR8,-1.1,DEGs
TRRUST,34,TRR00872,Regulated by: NFIC,,-2.1,7.6,4.2,30337,30,400,3,0.75,0.43,3678|4146|6347,ITGA5|MATN1|CCL2,-1.1,DEGs
DisGeNET,35,C0598798,Lymphoid neoplasm,,-2.1,7.6,4.2,30337,30,400,3,0.75,0.43,943|2353|2354,TNFRSF8|FOS|FOSB,-1.1,DEGs
Cell Type Signatures,7,M39079,ZHONG PFC MAJOR TYPES OPC,,-2.1,4.2,3.5,30337,91,400,5,1.2,0.56,5142|5270|10215|23237|116448,PDE4B|SERPINE2|OLIG2|ARC|OLIG1,-1.1,DEGs
DisGeNET,35,C0018989,Hemiparesis,,-2.1,4.2,3.5,30337,91,400,5,1.2,0.56,1230|3586|4210|4318|7099,CCR1|IL10|MEFV|MMP9|TLR4,-1.1,DEGs
DisGeNET,35,C1862389,ATRIAL SEPTAL DEFECT 1,,-2.1,4.2,3.5,30337,91,400,5,1.2,0.56,3552|3553|3576|4210|55879,IL1A|IL1B|CXCL8|MEFV|GABRQ,-1.1,DEGs
PaGenBase,36,PGB:00012,Tissue-specific: thymus,,-2.1,2.9,3.2,30337,211,400,8,2,0.7,399|944|1830|3586|3868|4050|5788|9595,RHOH|TNFSF8|DSG3|IL10|KRT16|LTB|PTPRC|CYTIP,-1.1,DEGs
DisGeNET,35,C1260873,Aortic valve disorder,,-2.1,5.2,3.7,30337,58,400,4,1,0.5,3553|4318|6696|7130,IL1B|MMP9|SPP1|TNFAIP6,-1.1,DEGs
DisGeNET,35,C0086189,Drug Withdrawal Symptoms,,-2.1,5.2,3.7,30337,58,400,4,1,0.5,1268|2353|3274|4318,CNR1|FOS|HRH2|MMP9,-1.1,DEGs
COVID,200,COVID247,RNA_Wilk_CD14+Monocytes_patient-C1B-severe_Down,,-2.1,5.2,3.7,30337,58,400,4,1,0.5,2353|2354|5997|7538,FOS|FOSB|RGS2|ZFP36,-1.1,DEGs
DisGeNET,35,C0006849,Oral candidiasis,,-2.1,5.2,3.7,30337,58,400,4,1,0.5,3552|3553|3557|3576,IL1A|IL1B|IL1RN|CXCL8,-1.1,DEGs
DisGeNET,35,C0221269,Pseudolymphoma,,-2.1,5.2,3.7,30337,58,400,4,1,0.5,943|4311|6280|6347,TNFRSF8|MME|S100A9|CCL2,-1.1,DEGs
DisGeNET,35,C0333641,Atrophic,,-2.1,5.2,3.7,30337,58,400,4,1,0.5,3557|4311|5743|7099,IL1RN|MME|PTGS2|TLR4,-1.1,DEGs
Transcription Factor Targets,16,M17712,WGTTNNNNNAAA UNKNOWN,,-2.1,2.1,2.9,30337,554,400,15,3.8,0.95,969|1230|2353|3142|3586|7852|8140|8843|8870|9586|9595|9839|26526|140885|339122,CD69|CCR1|FOS|HLX|IL10|CXCR4|SLC7A5|HCAR3|IER3|CREB5|CYTIP|ZEB2|TSPAN16|SIRPA|RAB43,-1.1,DEGs
Transcription Factor Targets,16,M30323,ZNF436 TARGET GENES,,-2.1,2.1,2.9,30337,502,400,14,3.5,0.92,240|1439|3861|4689|5008|6280|7940|9535|10763|11202|64651|83706|126364|348938,ALOX5|CSF2RB|KRT14|NCF4|OSM|S100A9|LST1|GMFG|NES|KLK8|CSRNP1|FERMT3|LRRC25|NIPAL4,-1.1,DEGs
COVID,200,COVID344,RNA_Wilk_B-cells_patient-C4_Down,,-2.1,3.1,3.2,30337,169,400,7,1.8,0.66,951|969|4050|5788|7852|10235|115350,CD37|CD69|LTB|PTPRC|CXCR4|RASGRP2|FCRL1,-1.1,DEGs
Cell Type Signatures,7,M40134,DESCARTES MAIN FETAL TROPHOBLAST GIANT CELLS,,-2.1,3.1,3.2,30337,169,400,7,1.8,0.66,133|8291|26353|54507|55301|79865|80740,ADM|DYSF|HSPB8|ADAMTSL4|OLAH|TREML2|LY6G6C,-1.1,DEGs
DisGeNET,35,C0740447,Diabetic peripheral neuropathy,,-2.1,3.5,3.3,30337,129,400,6,1.5,0.61,2321|3553|3557|3576|4311|5270,FLT1|IL1B|IL1RN|CXCL8|MME|SERPINE2,-1.1,DEGs
DisGeNET,35,C0342649,Vascular calcification,,-2.1,2.7,3.1,30337,257,400,9,2.2,0.74,3576|5743|5806|6283|6696|7056|7099|7439|221692,CXCL8|PTGS2|PTX3|S100A12|SPP1|THBD|TLR4|BEST1|PHACTR1,-1.1,DEGs
DisGeNET,35,C1456873,alpha^+^ Thalassemia,,-2.1,4.1,3.5,30337,92,400,5,1.2,0.56,951|1378|3162|3240|57817,CD37|CR1|HMOX1|HP|HAMP,-1.1,DEGs
Cell Type Signatures,7,M40279,DESCARTES FETAL PLACENTA TROPHOBLAST GIANT CELLS,,-2.1,4.1,3.5,30337,92,400,5,1.2,0.56,3624|26353|55301|79865|80740,INHBA|HSPB8|OLAH|TREML2|LY6G6C,-1.1,DEGs
DisGeNET,35,C0028043,Nicotine Dependence,,-2.1,3.1,3.2,30337,170,400,7,1.8,0.66,1268|3553|3576|3936|5997|6531|134864,CNR1|IL1B|CXCL8|LCP1|RGS2|SLC6A3|TAAR1,-1.1,DEGs
Transcription Factor Targets,16,M11921,NFKB Q6,,-2.1,2.6,3.1,30337,258,400,9,2.2,0.74,777|3383|3557|3718|4050|5328|5743|9308|64092,CACNA1E|ICAM1|IL1RN|JAK3|LTB|PLAU|PTGS2|CD83|SAMSN1,-1.1,DEGs
DisGeNET,35,C4551687,Sarcoma of soft tissue,,-2.1,2.6,3.1,30337,258,400,9,2.2,0.74,1839|4317|4318|5328|5788|5806|6347|6696|7056,HBEGF|MMP8|MMP9|PLAU|PTPRC|PTX3|CCL2|SPP1|THBD,-1.1,DEGs
DisGeNET,35,C0206138,CREST Syndrome,,-2.1,5.1,3.7,30337,59,400,4,1,0.5,1230|2215|3576|3586,CCR1|FCGR3B|CXCL8|IL10,-1.1,DEGs
DisGeNET,35,C1959635,Parvovirus B19 (disease),,-2.1,5.1,3.7,30337,59,400,4,1,0.5,3553|4318|7852|114548,IL1B|MMP9|CXCR4|NLRP3,-1.1,DEGs
DisGeNET,35,C1858991,Childhood Ataxia with Central Nervous System Hypomyelinization,,-2.1,5.1,3.7,30337,59,400,4,1,0.5,943|4318|6696|7099,TNFRSF8|MMP9|SPP1|TLR4,-1.1,DEGs
DisGeNET,35,C1708604,Keratocystic Odontogenic Tumor,,-2.1,5.1,3.7,30337,59,400,4,1,0.5,3552|3553|4311|5743,IL1A|IL1B|MME|PTGS2,-1.1,DEGs
DisGeNET,35,C1568868,Oral Mucositis,,-2.1,5.1,3.7,30337,59,400,4,1,0.5,3552|3553|3576|3579,IL1A|IL1B|CXCL8|CXCR2,-1.1,DEGs
DisGeNET,35,C0008533,Hemophilia B,,-2.1,5.1,3.7,30337,59,400,4,1,0.5,3586|6700|7099|10437,IL10|SPRR2A|TLR4|IFI30,-1.1,DEGs
DisGeNET,35,C0020488,Hypernatremia,,-2.1,5.1,3.7,30337,59,400,4,1,0.5,133|4311|5328|5743,ADM|MME|PLAU|PTGS2,-1.1,DEGs
DisGeNET,35,C0024796,Marfan Syndrome,,-2.1,3.5,3.3,30337,130,400,6,1.5,0.61,240|4318|5743|9510|27036|54507,ALOX5|MMP9|PTGS2|ADAMTS1|SIGLEC7|ADAMTSL4,-1.1,DEGs
DisGeNET,35,C0600518,Choroidal Neovascularization,,-2.1,7.3,4.1,30337,31,400,3,0.75,0.43,2321|3383|4318,FLT1|ICAM1|MMP9,-1,DEGs
DisGeNET,35,C1562908,"Leprosy, Paucibacillary",,-2.1,7.3,4.1,30337,31,400,3,0.75,0.43,3383|3586|6556,ICAM1|IL10|SLC11A1,-1,DEGs
DisGeNET,35,C0079583,"Ichthyosiform Erythroderma, Congenital",,-2.1,7.3,4.1,30337,31,400,3,0.75,0.43,285848|348938|643418,PNPLA1|NIPAL4|LIPN,-1,DEGs
DisGeNET,35,C1096293,Macroangiopathy,,-2.1,7.3,4.1,30337,31,400,3,0.75,0.43,3240|4318|6347,HP|MMP9|CCL2,-1,DEGs
DisGeNET,35,C2936346,22q11 Deletion Syndrome,,-2.1,7.3,4.1,30337,31,400,3,0.75,0.43,6615|7852|144195,SNAI1|CXCR4|SLC2A14,-1,DEGs
Transcription Factor Targets,16,M9431,AP1 Q6,,-2.1,2.6,3.1,30337,259,400,9,2.2,0.74,719|3557|4318|4973|8796|10894|23569|26353|83706,C3AR1|IL1RN|MMP9|OLR1|SCEL|LYVE1|PADI4|HSPB8|FERMT3,-1,DEGs
Transcription Factor Targets,16,M9329,SRY 02,,-2.1,2.6,3.1,30337,259,400,9,2.2,0.74,777|3142|3290|3624|3860|6781|9839|55843|57172,CACNA1E|HLX|HSD11B1|INHBA|KRT13|STC1|ZEB2|ARHGAP15|CAMK1G,-1,DEGs
DisGeNET,35,C0014548,"Epilepsy, Generalized",,-2.1,4.1,3.4,30337,93,400,5,1.2,0.56,3240|3553|4317|6324|6515,HP|IL1B|MMP8|SCN1B|SLC2A3,-1,DEGs
DisGeNET,35,C4721773,Postoperative cognitive dysfunction,,-2.1,4.1,3.4,30337,93,400,5,1.2,0.56,3553|4318|6347|7099|114548,IL1B|MMP9|CCL2|TLR4|NLRP3,-1,DEGs
DisGeNET,35,C0013146,Drug abuse,,-2.1,2.3,2.9,30337,404,400,12,3,0.85,1084|1268|2354|2866|3576|3586|6531|7099|7454|7852|57817|134864,CEACAM3|CNR1|FOSB|GPR42|CXCL8|IL10|SLC6A3|TLR4|WAS|CXCR4|HAMP|TAAR1,-1,DEGs
DisGeNET,35,C0003811,Cardiac Arrhythmia,,-2.1,2,2.9,30337,559,400,15,3.8,0.95,133|1824|3553|3586|4210|5023|5743|6324|6926|7133|8291|27036|114548|140885|144568,ADM|DSC2|IL1B|IL10|MEFV|P2RX1|PTGS2|SCN1B|TBX3|TNFRSF1B|DYSF|SIGLEC7|NLRP3|SIRPA|A2ML1,-1,DEGs
DisGeNET,35,C0037926,Compression of spinal cord,,-2.1,5.1,3.6,30337,60,400,4,1,0.5,4318|6347|7099|7133,MMP9|CCL2|TLR4|TNFRSF1B,-1,DEGs
DisGeNET,35,C0346402,Malignant neoplasm of adrenal cortex,,-2.1,5.1,3.6,30337,60,400,4,1,0.5,3576|7852|10763|652995,CXCL8|CXCR4|NES|UCA1,-1,DEGs
DisGeNET,35,C0006079,Bowen's Disease,,-2.1,5.1,3.6,30337,60,400,4,1,0.5,1308|1830|3586|7099,COL17A1|DSG3|IL10|TLR4,-1,DEGs
DisGeNET,35,C0026266,Mitral Valve Insufficiency,,-2.1,4,3.4,30337,94,400,5,1.2,0.56,1230|2316|3586|4210|7099,CCR1|FLNA|IL10|MEFV|TLR4,-1,DEGs
DisGeNET,35,C0206368,Exfoliation Syndrome,,-2.1,4,3.4,30337,94,400,5,1.2,0.56,3576|4318|5743|6347|7099,CXCL8|MMP9|PTGS2|CCL2|TLR4,-1,DEGs
DisGeNET,35,C3853540,Aspirin exacerbated respiratory disease,,-2.1,4,3.4,30337,94,400,5,1.2,0.56,240|3552|3553|3586|5743,ALOX5|IL1A|IL1B|IL10|PTGS2,-1,DEGs
DisGeNET,35,C0403529,Anti-Glomerular Basement Membrane Disease,,-2.1,7.1,4,30337,32,400,3,0.75,0.43,2212|2215|3557,FCGR2A|FCGR3B|IL1RN,-1,DEGs
DisGeNET,35,C4316899,Cystinosis,,-2.1,7.1,4,30337,32,400,3,0.75,0.43,3553|3586|6347,IL1B|IL10|CCL2,-1,DEGs
DisGeNET,35,C0032290,Aspiration Pneumonia,,-2.1,7.1,4,30337,32,400,3,0.75,0.43,3552|3553|114548,IL1A|IL1B|NLRP3,-1,DEGs
DisGeNET,35,C0398689,"Hyper-IgM Immunodeficiency Syndrome, Type 1",,-2.1,7.1,4,30337,32,400,3,0.75,0.43,3586|8809|653361,IL10|IL18R1|NCF1,-1,DEGs
DisGeNET,35,C4552513,Temporomandibular joint osteoarthritis,,-2.1,7.1,4,30337,32,400,3,0.75,0.43,3553|6347|6364,IL1B|CCL2|CCL20,-1,DEGs
DisGeNET,35,C0016085,Filariasis,,-2.1,7.1,4,30337,32,400,3,0.75,0.43,1118|3586|7099,CHIT1|IL10|TLR4,-1,DEGs
Cell Type Signatures,7,M39216,ZHENG CORD BLOOD C7 PUTATIVE LYMPHOID PRIMED MULTIPOTENT PROGENITOR 1,,-2.1,4,3.4,30337,95,400,5,1.2,0.56,1441|5791|6402|7439|9595,CSF3R|PTPRE|SELL|BEST1|CYTIP,-1,DEGs
DisGeNET,35,C3469521,"FANCONI ANEMIA, COMPLEMENTATION GROUP A (disorder)",,-2.1,2.3,2.9,30337,359,400,11,2.8,0.82,3383|3553|3586|3624|4318|5209|6696|7852|51311|55824|56729,ICAM1|IL1B|IL10|INHBA|MMP9|PFKFB3|SPP1|CXCR4|TLR8|PAG1|RETN,-1,DEGs
DisGeNET,35,C3714745,Malabsorption,,-2.1,3,3.1,30337,175,400,7,1.8,0.66,1230|2316|3586|4210|4689|7099|653361,CCR1|FLNA|IL10|MEFV|NCF4|TLR4|NCF1,-1,DEGs
DisGeNET,35,C1963165,"Malabsorption, CTCAE",,-2.1,3,3.1,30337,175,400,7,1.8,0.66,1230|2316|3586|4210|4689|7099|653361,CCR1|FLNA|IL10|MEFV|NCF4|TLR4|NCF1,-1,DEGs
Transcription Factor Targets,16,M13849,TGACATY UNKNOWN,,-2,1.9,2.8,30337,676,400,17,4.2,1,943|1178|1824|2353|3290|5788|5837|6688|6698|10215|10938|25797|64651|84063|85450|117289|123041,TNFRSF8|CLC|DSC2|FOS|HSD11B1|PTPRC|PYGM|SPI1|SPRR1A|OLIG2|EHD1|QPCT|CSRNP1|KIRREL2|ITPRIP|TAGAP|SLC24A4,-0.99,DEGs
DisGeNET,35,C3888088,SMITH-MCCORT DYSPLASIA 1,,-2,4.9,3.5,30337,62,400,4,1,0.5,3553|3586|6696|7056,IL1B|IL10|SPP1|THBD,-0.99,DEGs
DisGeNET,35,C0028880,Odontogenic Tumors,,-2,4.9,3.5,30337,62,400,4,1,0.5,3552|3557|6515|64386,IL1A|IL1RN|SLC2A3|MMP25,-0.99,DEGs
DisGeNET,35,C0019372,Herpesviridae Infections,,-2,4.9,3.5,30337,62,400,4,1,0.5,820|3553|3586|9021,CAMP|IL1B|IL10|SOCS3,-0.99,DEGs
COVID,200,COVID249,RNA_Wilk_CD14+Monocytes_patient-C2_Down,,-2,4.9,3.5,30337,62,400,4,1,0.5,2353|5997|7133|7940,FOS|RGS2|TNFRSF1B|LST1,-0.99,DEGs
DisGeNET,35,C2733158,Cerebral Small Vessel Diseases,,-2,4.9,3.5,30337,62,400,4,1,0.5,3552|3553|3576|7099,IL1A|IL1B|CXCL8|TLR4,-0.99,DEGs
DisGeNET,35,C0694550,Recurrent pneumonia,,-2,4.9,3.5,30337,62,400,4,1,0.5,2212|3718|7852|653361,FCGR2A|JAK3|CXCR4|NCF1,-0.99,DEGs
Transcription Factor Targets,16,M19588,CEBPB 02,,-2,2.6,3,30337,266,400,9,2.2,0.74,366|2207|6280|9839|50486|57091|90134|114548|140885,AQP9|FCER1G|S100A9|ZEB2|G0S2|CASS4|KCNH7|NLRP3|SIRPA,-0.98,DEGs
DisGeNET,35,C3840085,Disorder of Achilles tendon,,-2,6.9,3.9,30337,33,400,3,0.75,0.43,3553|3557|7099,IL1B|IL1RN|TLR4,-0.98,DEGs
COVID,200,COVID309,RNA_Wilk_CD8+T-cells_patient-C3_Up,,-2,6.9,3.9,30337,33,400,3,0.75,0.43,5341|6279|6280,PLEK|S100A8|S100A9,-0.98,DEGs
TRRUST,34,TRR00901,Regulated by: NR1I2,,-2,6.9,3.9,30337,33,400,3,0.75,0.43,3240|3586|6347,HP|IL10|CCL2,-0.98,DEGs
DisGeNET,35,C0027583,Nematode infections,,-2,6.9,3.9,30337,33,400,3,0.75,0.43,1118|3586|3687,CHIT1|IL10|ITGAX,-0.98,DEGs
DisGeNET,35,C0018781,Noise-induced hearing loss,,-2,6.9,3.9,30337,33,400,3,0.75,0.43,3383|6402|23237,ICAM1|SELL|ARC,-0.98,DEGs
DisGeNET,35,C2748208,Executive dysfunction,,-2,6.9,3.9,30337,33,400,3,0.75,0.43,3383|3576|6531,ICAM1|CXCL8|SLC6A3,-0.98,DEGs
DisGeNET,35,C0522631,"Acute myeloid leukemia, minimal differentiation",,-2,6.9,3.9,30337,33,400,3,0.75,0.43,4311|9437|140885,MME|NCR1|SIRPA,-0.98,DEGs
DisGeNET,35,C0521991,Symptoms of stress,,-2,6.9,3.9,30337,33,400,3,0.75,0.43,1268|3553|5997,CNR1|IL1B|RGS2,-0.98,DEGs
DisGeNET,35,C3275069,Chronic Total Occlusion Vessel,,-2,6.9,3.9,30337,33,400,3,0.75,0.43,3689|6696|23569,ITGB2|SPP1|PADI4,-0.98,DEGs
DisGeNET,35,C0041316,Lymph Node Tuberculosis,,-2,6.9,3.9,30337,33,400,3,0.75,0.43,3552|3553|3586,IL1A|IL1B|IL10,-0.98,DEGs
DisGeNET,35,C0742468,Central nervous system lesion,,-2,6.9,3.9,30337,33,400,3,0.75,0.43,3553|4318|6347,IL1B|MMP9|CCL2,-0.98,DEGs
DisGeNET,35,C1833683,"NEPHROLITHIASIS, CALCIUM OXALATE",,-2,6.9,3.9,30337,33,400,3,0.75,0.43,3553|3557|6696,IL1B|IL1RN|SPP1,-0.98,DEGs
Cell Type Signatures,7,M39148,GAO SMALL INTESTINE 24W C4 ENTEROCYTE PROGENITOR SUBTYPE 2,,-2,3.9,3.3,30337,97,400,5,1.2,0.56,6280|10437|27284|50486|196410,S100A9|IFI30|SULT1B1|G0S2|TMT1B,-0.98,DEGs
DisGeNET,35,C0010709,Cyst,,-2,2.7,3,30337,221,400,8,2,0.7,2321|3383|3579|3586|3853|3860|4318|114548,FLT1|ICAM1|CXCR2|IL10|KRT6A|KRT13|MMP9|NLRP3,-0.98,DEGs
DisGeNET,35,C0022602,Actinic keratosis,,-2,3.3,3.2,30337,136,400,6,1.5,0.61,1308|3868|5743|7099|51311|123041,COL17A1|KRT16|PTGS2|TLR4|TLR8|SLC24A4,-0.97,DEGs
DisGeNET,35,C0153392,Malignant neoplasm of nasopharynx,,-2,3.3,3.2,30337,136,400,6,1.5,0.61,2316|3576|3586|4318|6696|7852,FLNA|CXCL8|IL10|MMP9|SPP1|CXCR4,-0.97,DEGs
DisGeNET,35,C0039730,Thalassemia,,-2,3.3,3.2,30337,136,400,6,1.5,0.61,943|3240|5265|57126|57817|353514,TNFRSF8|HP|SERPINA1|CD177|HAMP|LILRA5,-0.97,DEGs
DisGeNET,35,C3250443,MYOTONIC DYSTROPHY 1,,-2,3,3.1,30337,178,400,7,1.8,0.66,3240|3586|4318|6347|6531|7852|10288,HP|IL10|MMP9|CCL2|SLC6A3|CXCR4|LILRB2,-0.97,DEGs
DisGeNET,35,C4551463,Colon adenoma,,-2,4.8,3.5,30337,63,400,4,1,0.5,2867|5142|5653|5743,FFAR2|PDE4B|KLK6|PTGS2,-0.97,DEGs
DisGeNET,35,C0149725,Lower respiratory tract infection,,-2,4.8,3.5,30337,63,400,4,1,0.5,3586|5265|5806|5880,IL10|SERPINA1|PTX3|RAC2,-0.97,DEGs
DisGeNET,35,C3887654,"POLYARTERITIS NODOSA, CHILDHOOD-ONSET",,-2,4.8,3.5,30337,63,400,4,1,0.5,2212|3553|4317|5265,FCGR2A|IL1B|MMP8|SERPINA1,-0.97,DEGs
DisGeNET,35,C0034735,Raynaud Phenomenon,,-2,4.8,3.5,30337,63,400,4,1,0.5,3162|5806|6283|6696,HMOX1|PTX3|S100A12|SPP1,-0.97,DEGs
COVID,200,COVID335,RNA_Wilk_B-cells_patient-C1A-mild_Up,,-2,4.8,3.5,30337,63,400,4,1,0.5,2219|5552|6279|6280,FCN1|SRGN|S100A8|S100A9,-0.97,DEGs
COVID,200,COVID042,RNA_Sun_Calu-3_7h_Up,,-2,4.8,3.5,30337,63,400,4,1,0.5,3552|3624|6364|6374,IL1A|INHBA|CCL20|CXCL5,-0.97,DEGs
Cell Type Signatures,7,M39210,ZHENG CORD BLOOD C1 PUTATIVE MEGAKARYOCYTE PROGENITOR,,-2,3.9,3.3,30337,98,400,5,1.2,0.56,2212|5341|5473|64407|83706,FCGR2A|PLEK|PPBP|RGS18|FERMT3,-0.97,DEGs
DisGeNET,35,C0011119,Decompression Sickness,,-2,3.9,3.3,30337,98,400,5,1.2,0.56,3383|4050|6402|7439|57817,ICAM1|LTB|SELL|BEST1|HAMP,-0.97,DEGs
DisGeNET,35,C0200665,Platelet mean volume determination (procedure),,-2,2.7,3,30337,223,400,8,2,0.7,722|2207|4084|4778|5270|10335|55911|101929559,C4BPA|FCER1G|MXD1|NFE2|SERPINE2|IRAG1|APOBR|PIRAT1,-0.96,DEGs
DisGeNET,35,C4511452,Sporadic Parkinson disease,,-2,3,3,30337,179,400,7,1.8,0.66,793|3552|3553|3586|6347|6531|7099,CALB1|IL1A|IL1B|IL10|CCL2|SLC6A3|TLR4,-0.96,DEGs
DisGeNET,35,C0080178,Spina Bifida,,-2,3,3,30337,179,400,7,1.8,0.66,2353|2354|3162|3586|4001|6347|6573,FOS|FOSB|HMOX1|IL10|LMNB1|CCL2|SLC19A1,-0.96,DEGs
