chr,start,end,n,width
chr19,15109759,15110495,16,736
chr19,15113768,15114103,21,335
chr19,15115320,15115397,6,77
chr19,15125426,15125809,27,383
chr19,15130284,15130477,7,193
chr19,15160962,15162074,16,1112
chr19,15173346,15173546,6,200
chr19,15176582,15178720,33,2138
chr19,15195507,15196286,26,779
chr19,15199931,15201442,93,1511
chr19,15211574,15211633,5,59
chr19,15212775,15213431,5,656
chr19,15217477,15217612,8,135
chr19,15219794,15220933,11,1139
chr19,15222670,15223865,37,1195
chr19,15232534,15234344,37,1810
chr19,15309771,15310446,10,675
chr19,15312791,15313327,14,536
chr19,15315327,15316356,8,1029
chr19,15328961,15329064,5,103
chr19,15331231,15332425,77,1194
chr19,15333730,15333911,11,181
chr19,15346732,15347963,13,1231
chr19,15368550,15369141,14,591
chr19,15373191,15374167,6,976
chr19,15378061,15380472,94,2411
chr19,15401245,15401398,9,153
chr19,15418655,15419210,14,555
chr19,15424285,15424757,7,472
chr19,15427157,15428383,18,1226
chr19,15432107,15434182,50,2075
chr19,15439811,15440876,5,1065
chr19,15448174,15450082,47,1908
chr19,15452744,15453213,10,469
chr19,15456532,15458124,30,1592
chr19,15469537,15470389,22,852
chr19,15471716,15471872,9,156
chr19,15513465,15513525,6,60
chr19,15518573,15519191,7,618
chr19,15551238,15551397,9,159
chr19,15555245,15556410,11,1165
chr19,15583811,15585653,30,1842
chr19,15587885,15588217,5,332
chr19,15629145,15629427,12,282
chr19,15723364,15723605,6,241
chr19,15760206,15761094,15,888
chr19,15797590,15799231,10,1641
chr19,15827539,15828624,8,1085
chr19,15836517,15837096,27,579
chr19,15863631,15864503,11,872
chr19,15878838,15879814,8,976
chr19,15899652,15899879,17,227
chr19,15911713,15912039,22,326
chr19,16019650,16020418,10,768
chr19,16022438,16022882,5,444
chr19,16025055,16026660,12,1605
chr19,16067186,16067765,13,579
chr19,16070516,16070597,6,81
chr19,16076508,16077386,47,878
chr19,16086274,16087392,6,1118
chr19,16088450,16088998,10,548
chr19,16107048,16107939,5,891
chr19,16109184,16111684,46,2500
chr19,16125178,16125521,7,343
chr19,16127940,16128100,9,160
chr19,16129397,16129819,8,422
chr19,16132287,16132421,8,134
chr19,16157766,16158579,9,813
chr19,16182426,16182958,16,532
chr19,16185208,16186027,21,819
chr19,16197910,16198900,25,990
chr19,16239553,16239887,7,334
chr19,16258680,16259940,11,1260
chr19,16263229,16263832,7,603
chr19,16277718,16278687,7,969
chr19,16283495,16283830,19,335
chr19,16296564,16297184,7,620
chr19,16305743,16307084,21,1341
chr19,16310900,16311901,5,1001
chr19,16324453,16327306,127,2853
chr19,16332676,16333050,5,374
chr19,16335456,16335613,7,157
chr19,16343555,16344077,11,522
chr19,16350506,16350619,6,113
chr19,16363188,16364636,19,1448
chr19,16366736,16367615,11,879
chr19,16371020,16371946,9,926
chr19,16383295,16383931,5,636
chr19,16391533,16392280,12,747
chr19,16393573,16393926,10,353
chr19,16398019,16398307,5,288
chr19,16400875,16401119,9,244
chr19,16404620,16404727,6,107
chr19,16441328,16443988,16,2660
chr19,16446712,16447119,5,407
chr19,16470634,16472096,47,1462
chr19,16479307,16480158,10,851
chr19,16487428,16487465,6,37
chr19,16495150,16498039,20,2889
chr19,16503315,16503724,6,409
chr19,16507386,16507584,5,198
chr19,16512472,16513426,6,954
chr19,16516612,16516687,5,75
chr19,16519156,16519280,7,124
chr19,16530770,16531000,12,230
chr19,16533925,16534146,6,221
chr19,16541808,16542850,58,1042
chr19,16553725,16555116,23,1391
chr19,16565811,16566095,5,284
chr19,16569730,16570215,7,485
chr19,16571847,16573344,76,1497
chr19,16575975,16577839,41,1864
chr19,16597883,16598240,5,357
chr19,16627465,16628827,86,1362
chr19,16629855,16630061,7,206
chr19,16638198,16638452,6,254
chr19,16659613,16661952,65,2339
chr19,16719802,16720943,8,1141
chr19,16749200,16750385,11,1185
chr19,16806909,16807812,5,903
chr19,16829540,16829994,24,454
chr19,16851317,16851473,10,156
chr19,16861687,16864114,13,2427
chr19,16865517,16865577,7,60
chr19,16868932,16869706,5,774
chr19,16878416,16878879,7,463
chr19,16885514,16887324,10,1810
chr19,16889021,16889139,10,118
chr19,16892577,16894063,26,1486
chr19,16896265,16898026,43,1761
chr19,16906623,16906802,5,179
chr19,17009225,17011434,17,2209
chr19,17026537,17027202,35,665
chr19,17041395,17041892,10,497
chr19,17049944,17050072,8,128
chr19,17075162,17077316,27,2154
chr19,17099742,17099977,9,235
chr19,17107805,17108902,8,1097
chr19,17110021,17110207,7,186
chr19,17126727,17129356,8,2629
chr19,17135491,17135661,14,170
chr19,17172450,17172765,8,315
chr19,17173893,17175957,19,2064
chr19,17192794,17193074,14,280
chr19,17195300,17195432,7,132
chr19,17200646,17200844,5,198
chr19,17208980,17212985,34,4005
chr19,17215017,17215997,53,980
chr19,17225716,17226945,26,1229
chr19,17228304,17228784,11,480
chr19,17235370,17237503,69,2133
chr19,17239382,17240948,13,1566
chr19,17244057,17246927,82,2870
chr19,17249231,17249324,8,93
chr19,17254271,17254890,9,619
chr19,17263728,17264714,9,986
chr19,17268554,17270023,8,1469
chr19,17272498,17272740,6,242
chr19,17278114,17279471,8,1357
chr19,17281453,17282873,40,1420
chr19,17289024,17289705,18,681
chr19,17293285,17294887,14,1602
chr19,17303079,17303834,27,755
chr19,17305575,17306302,32,727
chr19,17308269,17310121,33,1852
chr19,17320079,17320390,6,311
chr19,17323642,17326057,32,2415
chr19,17328123,17329479,70,1356
chr19,17333880,17335295,56,1415
chr19,17336677,17338381,41,1704
chr19,17339605,17339839,5,234
chr19,17341976,17342360,6,384
chr19,17346084,17346866,10,782
chr19,17354146,17354489,6,343
chr19,17363641,17364013,8,372
chr19,17365502,17366184,14,682
chr19,17372333,17372549,6,216
chr19,17374188,17374237,5,49
chr19,17376535,17378953,17,2418
chr19,17390585,17391842,20,1257
chr19,17393823,17395067,17,1244
chr19,17397687,17397744,6,57
chr19,17414205,17414423,6,218
chr19,17419689,17420191,30,502
chr19,17425215,17425381,7,166
chr19,17448117,17449341,41,1224
chr19,17453887,17453995,5,108
chr19,17455396,17456875,16,1479
chr19,17458345,17458694,6,349
chr19,17462043,17462113,5,70
chr19,17468635,17471254,58,2619
chr19,17497219,17497596,20,377
chr19,17499183,17500716,10,1533
chr19,17510975,17512385,63,1410
chr19,17519238,17521262,16,2024
chr19,17523299,17523451,7,152
chr19,17527079,17527380,6,301
chr19,17539089,17540088,29,999
chr19,17542125,17542208,7,83
chr19,17545978,17546718,9,740
chr19,17550559,17552121,8,1562
chr19,17554753,17556495,41,1742
chr19,17563351,17563510,6,159
chr19,17577249,17578012,10,763
chr19,17614748,17614867,6,119
chr19,17616143,17616340,5,197
chr19,17630393,17630765,7,372
chr19,17634448,17635031,9,583
chr19,17646313,17647581,22,1268
chr19,17648827,17649114,7,287
chr19,17653887,17653919,5,32
chr19,17679895,17680410,21,515
chr19,17686759,17688463,21,1704
chr19,17690399,17690452,5,53
chr19,17694759,17694993,7,234
chr19,17712964,17714090,10,1126
chr19,17719163,17720941,50,1778
chr19,17725774,17729055,36,3281
chr19,17747855,17747964,16,109
chr19,17762887,17763650,6,763
chr19,17765212,17765529,6,317
chr19,17768648,17769403,7,755
chr19,17778266,17778803,11,537
chr19,17783327,17785758,17,2431
chr19,17791172,17791433,7,261
chr19,17792864,17793751,6,887
chr19,17794988,17795650,28,662
chr19,17807932,17808124,13,192
chr19,17820085,17820974,7,889
chr19,17826817,17827072,5,255
chr19,17840619,17843071,25,2452
chr19,17845978,17846308,11,330
chr19,17847602,17848237,23,635
chr19,17859275,17860736,35,1461
chr19,17869740,17870375,8,635
chr19,17871907,17874626,61,2719
chr19,17892025,17892716,10,691
chr19,17896632,17896740,6,108
chr19,17933274,17933780,10,506
chr19,17942785,17944725,20,1940
chr19,17946842,17949196,76,2354
chr19,17950318,17953118,92,2800
chr19,17954313,17956030,7,1717
chr19,17966716,17968168,35,1452
chr19,17973827,17975176,15,1349
chr19,17979357,17979601,7,244
chr19,17981141,17982056,10,915
chr19,17992798,17993540,12,742
chr19,17996969,17998644,20,1675
chr19,18000550,18004855,80,4305
chr19,18007495,18008407,58,912
chr19,18014088,18014796,5,708
chr19,18045726,18046412,5,686
chr19,18051649,18053398,33,1749
chr19,18058083,18058903,8,820
chr19,18061426,18062541,5,1115
chr19,18066295,18067585,8,1290
chr19,18069562,18069984,10,422
chr19,18072675,18072774,5,99
chr19,18074555,18075353,10,798
chr19,18086900,18087816,7,916
chr19,18097263,18099729,50,2466
chr19,18100923,18101218,5,295
chr19,18109828,18111290,50,1462
chr19,18117539,18118293,57,754
chr19,18122047,18123638,10,1591
chr19,18133879,18135913,9,2034
chr19,18138440,18138590,5,150
chr19,18141908,18142968,11,1060
chr19,18146625,18147721,25,1096
chr19,18152410,18154594,28,2184
chr19,18156913,18158210,12,1297
chr19,18161173,18162782,36,1609
chr19,18168407,18170037,35,1630
chr19,18174311,18174467,5,156
chr19,18179240,18180012,5,772
chr19,18186922,18191349,31,4427
chr19,18193039,18194657,62,1618
chr19,18195768,18196238,6,470
chr19,18202368,18204971,36,2603
chr19,18207654,18209344,23,1690
chr19,18215885,18215990,6,105
chr19,18223042,18226762,56,3720
chr19,18232939,18233744,30,805
chr19,18257757,18257986,16,229
chr19,18265776,18267292,15,1516
chr19,18268886,18269022,5,136
chr19,18279728,18280367,18,639
chr19,18281574,18282627,11,1053
chr19,18283958,18284173,6,215
chr19,18286426,18287989,11,1563
chr19,18291318,18293011,53,1693
chr19,18300014,18300223,6,209
chr19,18304655,18307575,26,2920
chr19,18308998,18309994,9,996
chr19,18311758,18312285,8,527
chr19,18314685,18315045,12,360
chr19,18317626,18318431,5,805
chr19,18322893,18323298,40,405
chr19,18340382,18340930,26,548
chr19,18343160,18343351,5,191
chr19,18344645,18345162,8,517
chr19,18348218,18349274,6,1056
chr19,18352196,18352336,5,140
chr19,18357502,18357600,5,98
chr19,18368965,18369999,14,1034
chr19,18374494,18375057,5,563
chr19,18386195,18386429,16,234
chr19,18388629,18388872,21,243
chr19,18396324,18397324,16,1000
chr19,18414450,18417838,58,3388
chr19,18419159,18420140,59,981
chr19,18423777,18424258,5,481
chr19,18428662,18429609,43,947
chr19,18433154,18438242,196,5088
chr19,18439644,18440602,9,958
chr19,18450448,18450923,10,475
chr19,18469249,18469436,10,187
chr19,18498298,18498640,5,342
chr19,18520528,18522674,65,2146
chr19,18537827,18538907,5,1080
chr19,18543356,18543720,16,364
chr19,18557288,18558516,17,1228
chr19,18560073,18560676,6,603
chr19,18562073,18562307,8,234
chr19,18570604,18572398,54,1794
chr19,18587508,18589632,67,2124
chr19,18594379,18597631,60,3252
chr19,18600323,18600461,5,138
chr19,18603051,18605372,21,2321
chr19,18606443,18607884,104,1441
chr19,18610613,18612954,54,2341
chr19,18631905,18632038,5,133
chr19,18636175,18637116,44,941
chr19,18649673,18650369,20,696
chr19,18659378,18659753,16,375
chr19,18664612,18665149,8,537
chr19,18667982,18669455,24,1473
chr19,18672558,18672762,7,204
chr19,18683584,18684008,26,424
chr19,18695805,18696091,7,286
chr19,18699498,18701207,8,1709
chr19,18711327,18711663,12,336
chr19,18719444,18719890,11,446
chr19,18743741,18746566,28,2825
chr19,18757530,18758314,8,784
chr19,18761308,18762295,5,987
chr19,18764135,18764336,10,201
chr19,18775067,18779280,74,4213
chr19,18783758,18791718,189,7960
chr19,18795613,18796710,16,1097
chr19,18798770,18799231,6,461
chr19,18808212,18808318,7,106
chr19,18831766,18833059,31,1293
chr19,18838572,18839184,8,612
chr19,18840207,18841813,7,1606
chr19,18850010,18852796,17,2786
chr19,18854050,18854530,5,480
chr19,18856274,18858128,11,1854
chr19,18862956,18864409,21,1453
chr19,18866963,18870938,127,3975
chr19,18882489,18882778,7,289
chr19,18884260,18884597,7,337
chr19,18894286,18896542,70,2256
chr19,18903612,18904058,7,446
chr19,18909050,18909129,7,79
chr19,18915425,18915511,6,86
chr19,18919337,18919968,33,631
chr19,18922279,18922458,9,179
chr19,18924394,18925509,19,1115
chr19,18926997,18927788,6,791
chr19,18932967,18933009,5,42
chr19,18938116,18938319,5,203
chr19,18940186,18941367,56,1181
chr19,18952717,18953225,9,508
chr19,18961523,18963405,20,1882
chr19,18971558,18971765,6,207
chr19,19007646,19009004,8,1358
chr19,19010127,19010199,7,72
chr19,19029469,19029550,6,81
chr19,19032943,19034884,76,1941
chr19,19063631,19063679,5,48
chr19,19064956,19065254,10,298
chr19,19068539,19068694,6,155
chr19,19097277,19097439,5,162
chr19,19106793,19106887,7,94
chr19,19110267,19110686,19,419
chr19,19137610,19138600,19,990
chr19,19141412,19141464,5,52
chr19,19145037,19146227,16,1190
chr19,19147722,19148804,9,1082
chr19,19160595,19160677,6,82
chr19,19163058,19163540,7,482
chr19,19170401,19170658,6,257
chr19,19182640,19182716,8,76
chr19,19188220,19188496,6,276
chr19,19191541,19192954,42,1413
chr19,19203121,19205364,36,2243
chr19,19211987,19212498,14,511
chr19,19213856,19215326,9,1470
chr19,19224466,19225626,26,1160
chr19,19228418,19229122,5,704
chr19,19238318,19239227,9,909
chr19,19243963,19244821,7,858
chr19,19247354,19248882,12,1528
chr19,19258164,19258660,18,496
chr19,19260840,19263642,46,2802
chr19,19272747,19273401,35,654
chr19,19280896,19280939,5,43
chr19,19297075,19297235,10,160
chr19,19298585,19299884,9,1299
chr19,19308589,19309994,12,1405
chr19,19312846,19314030,6,1184
chr19,19320677,19322556,30,1879
chr19,19325582,19326093,6,511
chr19,19344885,19345218,6,333
chr19,19348400,19348510,5,110
chr19,19353870,19354858,7,988
chr19,19361143,19361481,6,338
chr19,19384419,19386770,66,2351
chr19,19405427,19406564,84,1137
chr19,19501150,19503079,10,1929
chr19,19512765,19516387,97,3622
chr19,19522236,19522571,6,335
chr19,19528928,19529266,13,338
chr19,19534779,19535102,12,323
chr19,19537341,19538698,47,1357
chr19,19539957,19545627,123,5670
chr19,19546628,19546852,8,224
chr19,19554337,19554555,9,218
chr19,19561708,19562416,5,708
chr19,19564933,19565093,5,160
chr19,19609473,19610579,12,1106
chr19,19618015,19618053,5,38
chr19,19627607,19630028,93,2421
chr19,19634919,19635091,5,172
chr19,19636925,19638216,14,1291
chr19,19642571,19643911,8,1340
chr19,19647708,19647785,8,77
chr19,19649886,19650714,6,828
chr19,19652620,19652716,7,96
chr19,19657025,19657279,9,254
chr19,19663271,19665669,68,2398
chr19,19667785,19668952,18,1167
chr19,19670401,19671660,12,1259
chr19,19699286,19699339,5,53
chr19,19720893,19721050,5,157
chr19,19732535,19733682,34,1147
chr19,19740121,19741036,16,915
chr19,19760998,19761712,8,714
chr19,19785572,19785656,6,84
chr19,19796041,19796496,5,455
chr19,19815184,19815323,6,139
chr19,19821194,19822085,20,891
chr19,19860822,19860994,10,172
chr19,19865797,19866820,15,1023
chr19,19900912,19902829,24,1917
chr19,19929862,19930014,6,152
chr19,20039113,20040409,20,1296
chr19,20068093,20068288,5,195
chr19,20072679,20073046,8,367
chr19,20078120,20078840,15,720
chr19,20144079,20144111,5,32
chr19,20150130,20150873,6,743
chr19,20166431,20167951,18,1520
chr19,20237877,20238418,10,541
chr19,20260451,20260624,6,173
chr19,20284500,20284638,5,138
chr19,20290167,20290261,8,94
chr19,20312842,20313737,10,895
chr19,20355742,20355981,5,239
chr19,20362621,20363178,6,557
chr19,20371715,20371928,5,213
chr19,20423412,20424261,14,849
chr19,20565037,20565769,12,732
chr19,20611427,20611702,6,275
chr19,20613896,20614204,6,308
chr19,20659996,20661589,23,1593
chr19,20776474,20776836,10,362
chr19,20923237,20923910,8,673
chr19,20999826,21001338,14,1512
chr19,21020647,21021355,13,708
chr19,21068942,21069353,8,411
chr19,21082462,21082626,12,164
chr19,21141681,21142161,10,480
chr19,21211738,21211782,6,44
chr19,21328610,21329019,9,409
chr19,21358264,21361230,30,2966
chr19,21396420,21397320,7,900
chr19,21464318,21465626,14,1308
chr19,21474834,21475435,22,601
chr19,21505620,21506929,18,1309
chr19,21585659,21586867,38,1208
chr19,21678056,21678298,12,242
chr19,21697333,21697906,8,573
chr19,21708056,21708105,5,49
chr19,21709644,21709704,5,60
chr19,21750907,21750948,5,41
chr19,21766851,21767557,7,706
chr19,21828771,21828905,8,134
chr19,21834683,21836019,20,1336
chr19,21851398,21852084,24,686
chr19,21856416,21856728,8,312
chr19,21940956,21940986,6,30
chr19,22010109,22010922,5,813
chr19,22214965,22216359,9,1394
chr19,22286405,22286878,7,473
chr19,22367947,22368131,7,184
chr19,22416068,22416497,12,429
chr19,22422023,22422324,12,301
chr19,22427367,22428698,28,1331
chr19,22441342,22441983,8,641
chr19,22517391,22518365,39,974
chr19,22519666,22519776,7,110
chr19,22525298,22525657,9,359
chr19,22539898,22542083,15,2185
chr19,22595627,22596064,9,437
chr19,22601537,22601657,5,120
chr19,22617827,22617985,11,158
chr19,22622613,22624289,18,1676
chr19,22634310,22634485,7,175
chr19,22689539,22689633,6,94
chr19,22709085,22709502,15,417
chr19,22766632,22766744,6,112
chr19,22782732,22784485,30,1753
chr19,22806522,22807800,35,1278
chr19,22831832,22832543,17,711
chr19,22893854,22893969,11,115
chr19,22901593,22901780,5,187
chr19,23002987,23003844,19,857
chr19,23070385,23071442,26,1057
chr19,23074800,23075824,27,1024
chr19,23116716,23117187,14,471
chr19,23134357,23134462,6,105
chr19,23160896,23161283,5,387
chr19,23191674,23192826,8,1152
chr19,23197800,23198084,9,284
chr19,23203875,23204714,26,839
chr19,23248792,23250572,30,1780
chr19,23273829,23274921,40,1092
chr19,23289984,23290410,10,426
chr19,23374453,23375320,5,867
chr19,23384351,23384857,5,506
chr19,23395137,23396975,25,1838
chr19,23415980,23416078,7,98
chr19,23470356,23471472,31,1116
chr19,23512349,23512642,7,293
chr19,23571982,23572068,6,86
chr19,23624338,23625754,6,1416
chr19,23686514,23687367,22,853
chr19,23708296,23708608,5,312
chr19,23719019,23719647,7,628
chr19,23758265,23758900,26,635
chr19,23763194,23763424,16,230
chr19,23790159,23790292,5,133
chr19,23914495,23915355,31,860
chr19,23964246,23964525,5,279
chr19,23971511,23972606,10,1095
chr19,24011691,24011910,9,219
chr19,24033049,24033780,24,731
chr19,27747192,27747275,8,83
chr19,27752794,27753803,5,1009
chr19,27793933,27794044,7,111
chr19,27802313,27802421,6,108
chr19,27806429,27806657,6,228
chr19,27851022,27851368,20,346
chr19,27910715,27911324,6,609
chr19,28104571,28104702,5,131
chr19,28727159,28727716,33,557
chr19,28793359,28794079,76,720
chr19,28827003,28827554,6,551
chr19,28888277,28888451,8,174
chr19,29050493,29050894,6,401
chr19,29087618,29088405,6,787
chr19,29093082,29093105,5,23
chr19,29212847,29213407,34,560
chr19,29311458,29312235,8,777
chr19,29439999,29440613,8,614
chr19,29515867,29516215,6,348
chr19,29524961,29529873,142,4912
chr19,29538008,29538319,5,311
chr19,29562557,29562637,5,80
chr19,29606225,29606620,23,395
chr19,29639054,29640106,8,1052
chr19,29644053,29644990,9,937
chr19,29664614,29665817,57,1203
chr19,29678497,29679420,7,923
chr19,29697211,29697701,7,490
chr19,29715035,29715710,36,675
chr19,29723732,29724929,36,1197
chr19,29752893,29755220,8,2327
chr19,29771537,29771923,6,386
chr19,29775673,29775995,7,322
chr19,29781715,29781849,5,134
chr19,29796145,29796560,6,415
chr19,29811295,29812651,120,1356
chr19,29842779,29845348,56,2569
chr19,29872609,29875216,65,2607
chr19,29942238,29942761,38,523
chr19,29989484,29989516,5,32
chr19,30062835,30065253,16,2418
chr19,30071391,30072389,27,998
chr19,30087642,30088190,8,548
chr19,30091105,30091608,5,503
chr19,30102869,30103375,9,506
chr19,30115111,30115766,5,655
chr19,30117198,30118265,10,1067
chr19,30122915,30123003,5,88
chr19,30150653,30150915,5,262
chr19,30153736,30153930,6,194
chr19,30166502,30167484,7,982
chr19,30213094,30214025,11,931
chr19,30222520,30228752,199,6232
chr19,30235419,30236240,6,821
chr19,30253677,30253736,6,59
chr19,30256396,30256787,5,391
chr19,30264187,30264892,5,705
chr19,30282404,30282475,5,71
chr19,30319129,30319205,5,76
chr19,30373753,30375679,90,1926
chr19,30444894,30445683,15,789
chr19,30449979,30451494,10,1515
chr19,30479184,30480464,6,1280
chr19,30498865,30498905,5,40
chr19,30548591,30549371,10,780
chr19,30566666,30567009,7,343
chr19,30570307,30570412,6,105
chr19,30576240,30577154,6,914
chr19,30615007,30615039,5,32
chr19,30631148,30631386,5,238
chr19,30666346,30666504,6,158
chr19,30669312,30669434,5,122
chr19,30682703,30683189,11,486
chr19,30690207,30691955,10,1748
chr19,30696197,30696525,7,328
chr19,30718575,30719784,28,1209
chr19,30740433,30740616,6,183
chr19,30848244,30848348,5,104
chr19,30860884,30862668,7,1784
chr19,30920351,30920699,10,348
chr19,31076349,31076839,5,490
chr19,31096000,31096286,9,286
chr19,31109221,31112350,8,3129
chr19,31145075,31145737,8,662
chr19,31149320,31150274,18,954
chr19,31273990,31275181,6,1191
chr19,31286658,31286866,6,208
chr19,31299051,31299181,6,130
chr19,31301627,31301929,5,302
chr19,31303221,31303370,7,149
chr19,31348454,31351767,218,3313
chr19,31353472,31355162,16,1690
chr19,31502956,31503041,5,85
chr19,31516530,31517595,9,1065
chr19,31631356,31632778,8,1422
chr19,31783018,31783323,12,305
chr19,31839671,31840262,6,591
chr19,32070216,32070332,5,116
chr19,32181633,32181786,5,153
chr19,32221156,32221216,5,60
chr19,32223988,32224800,37,812
chr19,32310092,32310887,13,795
chr19,32345508,32346367,31,859
chr19,32402535,32402601,5,66
chr19,32405207,32406274,89,1067
chr19,32515183,32515309,6,126
chr19,32523239,32523431,5,192
chr19,32550197,32550463,5,266
chr19,32562036,32562099,5,63
chr19,32580574,32581816,35,1242
chr19,32657387,32657579,8,192
chr19,32674509,32677983,95,3474
chr19,32691902,32692227,37,325
chr19,32708073,32708299,5,226
chr19,32719098,32719835,21,737
chr19,32720912,32721047,14,135
chr19,32733992,32734052,5,60
chr19,32824883,32825329,6,446
chr19,32864579,32864909,5,330
chr19,32868154,32868925,7,771
chr19,32881454,32881630,5,176
chr19,32889721,32889864,5,143
chr19,32971159,32972293,45,1134
chr19,33000458,33000543,5,85
chr19,33002359,33003886,6,1527
chr19,33007986,33008076,5,90
chr19,33063677,33066821,57,3144
chr19,33081047,33081277,16,230
chr19,33108037,33108147,5,110
chr19,33109960,33110052,6,92
chr19,33132166,33132259,10,93
chr19,33134636,33134697,8,61
chr19,33144155,33144918,11,763
chr19,33163732,33164706,7,974
chr19,33176546,33177807,43,1261
chr19,33187435,33187686,5,251
chr19,33194211,33196029,79,1818
chr19,33206423,33206743,6,320
chr19,33217476,33221884,40,4408
chr19,33225469,33227357,59,1888
chr19,33230388,33230553,9,165
chr19,33235293,33236257,16,964
chr19,33240555,33242129,5,1574
chr19,33249186,33249525,14,339
chr19,33266972,33268053,8,1081
chr19,33270307,33270422,5,115
chr19,33280822,33282217,9,1395
chr19,33284544,33284864,5,320
chr19,33293053,33293962,6,909
chr19,33298279,33299073,7,794
chr19,33301081,33304661,165,3580
chr19,33372222,33374084,58,1862
chr19,33389308,33390824,10,1516
chr19,33393197,33394476,23,1279
chr19,33402273,33402942,6,669
chr19,33407781,33407920,5,139
chr19,33411712,33411761,5,49
chr19,33417980,33418085,6,105
chr19,33426661,33426991,6,330
chr19,33435028,33435288,12,260
chr19,33446415,33448198,11,1783
chr19,33467917,33468192,8,275
chr19,33470819,33471990,6,1171
chr19,33486990,33487177,7,187
chr19,33491374,33492312,9,938
chr19,33495814,33496338,5,524
chr19,33505295,33505488,6,193
chr19,33509153,33509234,5,81
chr19,33512610,33512658,5,48
chr19,33521151,33522113,42,962
chr19,33621205,33624138,168,2933
chr19,33630975,33632202,5,1227
chr19,33675863,33676598,6,735
chr19,33684146,33684992,15,846
chr19,33687484,33687831,7,347
chr19,33689138,33689259,6,121
chr19,33699704,33700140,5,436
chr19,33752193,33752558,6,365
chr19,33755400,33755658,5,258
chr19,33772205,33773206,21,1001
chr19,33777371,33778226,9,855
chr19,33779315,33779785,8,470
chr19,33781040,33781314,8,274
chr19,33794882,33798506,169,3624
chr19,33806933,33806994,6,61
chr19,33809004,33809410,5,406
chr19,33819595,33821129,62,1534
chr19,33878995,33881183,10,2188
chr19,33905372,33906882,61,1510
chr19,33944291,33944384,6,93
chr19,34030731,34030996,10,265
chr19,34047859,34047919,6,60
chr19,34067113,34067652,13,539
chr19,34095700,34096684,11,984
chr19,34128045,34128479,7,434
chr19,34134499,34135497,20,998
chr19,34171953,34173348,62,1395
chr19,34251607,34252225,7,618
chr19,34253859,34256339,49,2480
chr19,34286553,34286661,8,108
chr19,34347851,34347960,7,109
chr19,34359235,34360043,35,808
chr19,34364629,34366099,44,1470
chr19,34404016,34405830,23,1814
chr19,34428226,34428857,36,631
chr19,34453616,34453736,6,120
chr19,34481150,34482719,129,1569
chr19,34498303,34502047,32,3744
chr19,34557504,34558401,13,897
chr19,34577277,34577710,14,433
chr19,34667629,34668293,13,664
chr19,34677318,34678387,63,1069
chr19,34733833,34734382,43,549
chr19,34772744,34773260,26,516
chr19,34832644,34833269,24,625
chr19,34838921,34839276,17,355
chr19,34904870,34905613,30,743
chr19,34926917,34927130,15,213
chr19,34963779,34964051,10,272
chr19,34973230,34974017,11,787
chr19,34999425,35001065,84,1640
chr19,35009168,35009981,8,813
chr19,35029468,35032230,83,2762
chr19,35036813,35037478,7,665
chr19,35040331,35041661,25,1330
chr19,35046305,35046897,6,592
chr19,35059653,35060634,15,981
chr19,35066300,35066366,6,66
chr19,35071767,35072197,5,430
chr19,35078623,35080757,12,2134
chr19,35090033,35091080,14,1047
chr19,35098371,35099088,11,717
chr19,35109686,35109906,6,220
chr19,35112345,35113452,7,1107
chr19,35114708,35115498,9,790
chr19,35118692,35119508,7,816
chr19,35126407,35126712,12,305
chr19,35139186,35139664,13,478
chr19,35143286,35143638,21,352
chr19,35153830,35155801,47,1971
chr19,35224745,35224861,5,116
chr19,35248043,35250638,77,2595
chr19,35254752,35255900,6,1148
chr19,35267134,35269999,138,2865
chr19,35290094,35290410,8,316
chr19,35295221,35296029,16,808
chr19,35299370,35300262,19,892
chr19,35330731,35331346,5,615
chr19,35336229,35336353,5,124
chr19,35337851,35338722,21,871
chr19,35340790,35341873,6,1083
chr19,35346186,35347559,13,1373
chr19,35350330,35352968,30,2638
chr19,35448896,35449618,8,722
chr19,35460304,35461591,6,1287
chr19,35494503,35495720,14,1217
chr19,35509615,35511006,11,1391
chr19,35533608,35534058,13,450
chr19,35544911,35546970,74,2059
chr19,35550863,35551352,8,489
chr19,35556914,35557094,9,180
chr19,35558357,35558832,34,475
chr19,35612874,35613441,7,567
chr19,35628645,35629363,18,718
chr19,35642129,35644860,82,2731
chr19,35647634,35648891,22,1257
chr19,35665454,35665553,5,99
chr19,35671318,35671543,6,225
chr19,35673314,35674339,24,1025
chr19,35675442,35676283,11,841
chr19,35691389,35692162,11,773
chr19,35702179,35702721,7,542
chr19,35716213,35722691,144,6478
chr19,35723865,35723957,5,92
chr19,35728115,35729003,15,888
chr19,35737153,35737244,5,91
chr19,35740314,35741837,51,1523
chr19,35743163,35746716,48,3553
chr19,35747742,35749394,31,1652
chr19,35755155,35758760,84,3605
chr19,35775415,35776045,30,630
chr19,35784218,35785064,18,846
chr19,35806723,35806995,8,272
chr19,35812429,35812798,9,369
chr19,35817659,35817878,9,219
chr19,35827388,35828916,15,1528
chr19,35845374,35845976,21,602
chr19,35856525,35856890,20,365
chr19,35859905,35863796,50,3891
chr19,35868348,35869775,38,1427
chr19,35870903,35871281,7,378
chr19,35877107,35877413,5,306
chr19,35898587,35900757,40,2170
chr19,35918643,35919473,5,830
chr19,35931488,35931828,30,340
chr19,35935446,35936877,35,1431
