"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:2000049","GO:2000049","positive regulation of cell-cell adhesion mediated by cadherin","2/1947","20/21069",0.563446919247514,0.76573285114282,0.540884831971478,"ADAM19/FLOT1",2
"GO:2000369","GO:2000369","regulation of clathrin-dependent endocytosis","2/1947","20/21069",0.563446919247514,0.76573285114282,0.540884831971478,"PICALM/DAB2",2
"GO:2000678","GO:2000678","negative regulation of transcription regulatory region DNA binding","2/1947","20/21069",0.563446919247514,0.76573285114282,0.540884831971478,"PSEN1/TMSB4X",2
"GO:0001658","GO:0001658","branching involved in ureteric bud morphogenesis","6/1947","65/21069",0.563507759609426,0.76573285114282,0.540884831971478,"VEGFA/HS3ST3B1/GZF1/BMP2/FGF2/GREM1",6
"GO:0021872","GO:0021872","forebrain generation of neurons","5/1947","54/21069",0.566475998797642,0.769096789843983,0.543260991511226,"ASPM/ZMIZ1/INHBA/ZSWIM6/GATA2",5
"GO:0050885","GO:0050885","neuromuscular process controlling balance","5/1947","54/21069",0.566475998797642,0.769096789843983,0.543260991511226,"SLC1A3/NBN/TPP1/ALDH1A3/CLN3",5
"GO:0051985","GO:0051985","negative regulation of chromosome segregation","5/1947","54/21069",0.566475998797642,0.769096789843983,0.543260991511226,"DUSP1/SPC25/BUB1B/RAD21/AURKB",5
"GO:1905819","GO:1905819","negative regulation of chromosome separation","5/1947","54/21069",0.566475998797642,0.769096789843983,0.543260991511226,"DUSP1/SPC25/BUB1B/RAD21/AURKB",5
"GO:0006888","GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport","13/1947","143/21069",0.56714364727271,0.769668535877158,0.543664851364728,"CUL3/BCAP29/SEC24A/SORL1/RAB1A/CSNK1D/HYOU1/TRAPPC10/ARF4/SEC24C/TRAPPC5/TRAPPC6B/LRRK2",13
"GO:0006997","GO:0006997","nucleus organization","13/1947","143/21069",0.56714364727271,0.769668535877158,0.543664851364728,"BAZ2A/SRPK1/SUN2/NUP98/LMNB1/H3-3B/ETS1/H3-3A/PRKCB/NDEL1/REEP4/AGFG1/UBXN2B",13
"GO:0003014","GO:0003014","renal system process","12/1947","132/21069",0.567865343141585,0.770145786832332,0.54400196345586,"EDN1/GNAI2/SGK1/EDNRB/CORIN/ADM/STC1/F2RL1/AQP3/HAS2/CLN3/SUCNR1",12
"GO:0030301","GO:0030301","cholesterol transport","12/1947","132/21069",0.567865343141585,0.770145786832332,0.54400196345586,"NFKBIA/LIPG/CAV1/NFKB1/LPCAT3/SEC24A/LRP1/PPARG/ARL8B/FURIN/NPC1/ABCA1",12
"GO:0072329","GO:0072329","monocarboxylic acid catabolic process","12/1947","132/21069",0.567865343141585,0.770145786832332,0.54400196345586,"CYP26B1/ABCD1/PPARD/CNR1/SESN2/PGD/GLYATL2/ABHD3/ACOX1/SLC27A4/IRS2/CYP4F3",12
"GO:0006721","GO:0006721","terpenoid metabolic process","11/1947","121/21069",0.56877358037007,0.77121004035412,0.544753712040824,"CYP26B1/RETSAT/DGAT2/PPARD/LRP1/ALDH1A2/CRABP2/PLB1/SDR16C5/ALDH1A3/CYP27C1",11
"GO:0035282","GO:0035282","segmentation","10/1947","110/21069",0.569918090455277,0.772426428652648,0.545612922899389,"PSEN1/EP300/DKK1/EGR2/ALDH1A2/TBX3/NOTCH1/IRX2/BASP1/MAFB",10
"GO:0050773","GO:0050773","regulation of dendrite development","10/1947","110/21069",0.569918090455277,0.772426428652648,0.545612922899389,"CDKL5/SEZ6/RAB21/CRKL/DBN1/ACTR2/ARF6/CRK/SEMA4D/RELN",10
"GO:0002418","GO:0002418","immune response to tumor cell","4/1947","43/21069",0.570873587648973,0.773050245343783,0.546053563503566,"PVR/CEACAM1/CD274/HAVCR2",4
"GO:0009069","GO:0009069","serine family amino acid metabolic process","4/1947","43/21069",0.570873587648973,0.773050245343783,0.546053563503566,"SDS/SLC7A11/SERINC5/GLDC",4
"GO:1903524","GO:1903524","positive regulation of blood circulation","4/1947","43/21069",0.570873587648973,0.773050245343783,0.546053563503566,"EDN1/RGS2/GCH1/ADM",4
"GO:1905144","GO:1905144","response to acetylcholine","4/1947","43/21069",0.570873587648973,0.773050245343783,0.546053563503566,"GNA15/CRKL/GNAI2/HRH4",4
"GO:0060021","GO:0060021","roof of mouth development","9/1947","99/21069",0.571368105531475,0.773552135936368,0.546408080106103,"MMP25/TGFBR1/INHBA/SNAI1/TBX3/CSRNP1/SKI/MSC/ASPH",9
"GO:0002708","GO:0002708","positive regulation of lymphocyte mediated immunity","21/1947","232/21069",0.573293206152762,0.775990197099034,0.548130234641248,"BTK/PVR/PTPRC/IL12RB1/FCER2/TGFB1/IL1R1/IL18R1/SLAMF1/SASH3/IL1B/VAV1/FCGR1A/CYRIB/NLRP3/STAT5B/CLCF1/LAMP1/CD55/ARID5A/TNF",21
"GO:0003281","GO:0003281","ventricular septum development","7/1947","77/21069",0.575632444121381,0.778818847474302,0.550128286678129,"PRDM1/SMAD7/TGFBR1/TBX3/NOTCH1/CITED2/PDE2A",7
"GO:0050795","GO:0050795","regulation of behavior","7/1947","77/21069",0.575632444121381,0.778818847474302,0.550128286678129,"RETN/CNR1/NR4A3/SLC24A4/STAT3/RELN/CCL3",7
"GO:0034472","GO:0034472","snRNA 3'-end processing","3/1947","32/21069",0.577870097922698,0.781169277209206,0.551788541674799,"INTS6/USB1/EXOSC4",3
"GO:0048535","GO:0048535","lymph node development","3/1947","32/21069",0.577870097922698,0.781169277209206,0.551788541674799,"TGFB1/SPNS2/LTB",3
"GO:0099068","GO:0099068","postsynapse assembly","3/1947","32/21069",0.577870097922698,0.781169277209206,0.551788541674799,"PTEN/IL1RAP/NTNG2",3
"GO:1902914","GO:1902914","regulation of protein polyubiquitination","3/1947","32/21069",0.577870097922698,0.781169277209206,0.551788541674799,"UBE2D1/SASH1/DDX3X",3
"GO:0018107","GO:0018107","peptidyl-threonine phosphorylation","11/1947","122/21069",0.580047223446131,0.783772963254196,0.553627687385799,"MARK2/SMAD7/CEMIP/RIPK2/TGFB1/TGFBR1/PRKCD/OXSR1/SPHK1/TBK1/LRRK2",11
"GO:1901890","GO:1901890","positive regulation of cell junction assembly","11/1947","122/21069",0.580047223446131,0.783772963254196,0.553627687385799,"MAP4K4/PPM1F/CAV1/VEGFA/FLOT1/EPHA2/PTPRJ/HOPX/SEMA4D/IL1RAP/SEMA4A",11
"GO:0003279","GO:0003279","cardiac septum development","10/1947","111/21069",0.581721056104178,0.78586462014593,0.555105154997041,"PLXND1/PRDM1/NDST1/SMAD7/TGFBR1/ENG/TBX3/NOTCH1/CITED2/PDE2A",10
"GO:0031281","GO:0031281","positive regulation of cyclase activity","5/1947","55/21069",0.583212705289632,0.787538955845255,0.556287842643316,"RCVRN/MAPK14/TMIGD3/CAP1/RAF1",5
"GO:0071168","GO:0071168","protein localization to chromatin","5/1947","55/21069",0.583212705289632,0.787538955845255,0.556287842643316,"JARID2/SPI1/CENPA/RAD21/ESCO2",5
"GO:0001738","GO:0001738","morphogenesis of a polarized epithelium","9/1947","100/21069",0.583782922979836,0.788138501856454,0.556711339353745,"LAMA3/WDR1/ACTB/FAT1/DKK1/MSN/DAB2/TIAM1/GRHL3",9
"GO:0048592","GO:0048592","eye morphogenesis","16/1947","178/21069",0.584497145470192,0.788932160898374,0.557271950194576,"PRDM1/FAT1/HIF1A/CALB1/NECTIN1/VEGFA/AGTPBP1/FGF2/EPHA2/NOTCH1/ZEB1/SKI/CITED2/STAT3/ZHX2/ALDH1A3",16
"GO:0035050","GO:0035050","embryonic heart tube development","8/1947","89/21069",0.586356297211255,0.789556532497756,0.557712982765029,"EDN1/PSEN1/HIF1A/ENG/MICAL2/TBX3/NOTCH1/CITED2",8
"GO:0051339","GO:0051339","regulation of lyase activity","8/1947","89/21069",0.586356297211255,0.789556532497756,0.557712982765029,"GNAI3/RCVRN/GNAI2/TMIGD3/CAP1/RAF1/EDNRB/P2RY13",8
"GO:0009582","GO:0009582","detection of abiotic stimulus","14/1947","156/21069",0.58654207578275,0.789556532497756,0.557712982765029,"NTSR1/PIEZO1/HPN/RCVRN/CXCR4/CHRNA10/SERPINE2/SLC24A4/ARRB2/TMC1/BEST1/JUP/TMEM120A/TNF",14
"GO:0008037","GO:0008037","cell recognition","22/1947","245/21069",0.589042448864084,0.789556532497756,0.557712982765029,"JMJD6/FCN1/DOCK8/FOLR3/NEDD9/CNR1/CXCR4/C4BPA/CFP/TEX101/DOCK2/HAVCR2/MFGE8/MSN/ALDOA/FCGR1A/COLEC12/LY6K/PTX3/CLEC7A/MYO18A/PECAM1",22
"GO:0006356","GO:0006356","regulation of transcription by RNA polymerase I","4/1947","44/21069",0.5895056464383,0.789556532497756,0.557712982765029,"IPPK/DDX21/BNC1/FLNA",4
"GO:0014046","GO:0014046","dopamine secretion","4/1947","44/21069",0.5895056464383,0.789556532497756,0.557712982765029,"CNR1/SYT11/PINK1/SNCG",4
"GO:0014059","GO:0014059","regulation of dopamine secretion","4/1947","44/21069",0.5895056464383,0.789556532497756,0.557712982765029,"CNR1/SYT11/PINK1/SNCG",4
"GO:0039528","GO:0039528","cytoplasmic pattern recognition receptor signaling pathway in response to virus","4/1947","44/21069",0.5895056464383,0.789556532497756,0.557712982765029,"BIRC3/RIOK3/SEC14L1/USP15",4
"GO:0046597","GO:0046597","negative regulation of viral entry into host cell","4/1947","44/21069",0.5895056464383,0.789556532497756,0.557712982765029,"FCN1/TRIM25/PTX3/IFITM2",4
"GO:0060428","GO:0060428","lung epithelium development","4/1947","44/21069",0.5895056464383,0.789556532497756,0.557712982765029,"LTA4H/KLF2/MAP2K1/PPP3R1",4
"GO:0009311","GO:0009311","oligosaccharide metabolic process","7/1947","78/21069",0.589625100757302,0.789556532497756,0.557712982765029,"GLA/ST3GAL4/FUT6/ST3GAL2/FUT7/ST6GALNAC3/MGAM",7
"GO:0043967","GO:0043967","histone H4 acetylation","7/1947","78/21069",0.589625100757302,0.789556532497756,0.557712982765029,"SPI1/ACTB/KAT6A/EP300/NAA50/IRF4/MSL1",7
"GO:0070936","GO:0070936","protein K48-linked ubiquitination","7/1947","78/21069",0.589625100757302,0.789556532497756,0.557712982765029,"CUL3/UBE2D1/UBE2R2/TNFAIP3/UBE2B/UBE2C/PELI1",7
"GO:0006071","GO:0006071","glycerol metabolic process","2/1947","21/21069",0.59052354368426,0.789556532497756,0.557712982765029,"DGAT2/GK",2
"GO:0006337","GO:0006337","nucleosome disassembly","2/1947","21/21069",0.59052354368426,0.789556532497756,0.557712982765029,"NFE2/HMGA1",2
"GO:0006491","GO:0006491","N-glycan processing","2/1947","21/21069",0.59052354368426,0.789556532497756,0.557712982765029,"MAN1A1/MAN2A2",2
"GO:0006662","GO:0006662","glycerol ether metabolic process","2/1947","21/21069",0.59052354368426,0.789556532497756,0.557712982765029,"LPCAT2/PLA2G7",2
"GO:0008090","GO:0008090","retrograde axonal transport","2/1947","21/21069",0.59052354368426,0.789556532497756,0.557712982765029,"AGTPBP1/NDEL1",2
"GO:0009168","GO:0009168","purine ribonucleoside monophosphate biosynthetic process","2/1947","21/21069",0.59052354368426,0.789556532497756,0.557712982765029,"IMPDH1/AMPD2",2
"GO:0009301","GO:0009301","snRNA transcription","2/1947","21/21069",0.59052354368426,0.789556532497756,0.557712982765029,"ELL/ZNF143",2
"GO:0015919","GO:0015919","peroxisomal membrane transport","2/1947","21/21069",0.59052354368426,0.789556532497756,0.557712982765029,"ABCD1/RAB8B",2
"GO:0016024","GO:0016024","CDP-diacylglycerol biosynthetic process","2/1947","21/21069",0.59052354368426,0.789556532497756,0.557712982765029,"GPAT3/GPAT4",2
"GO:0021692","GO:0021692","cerebellar Purkinje cell layer morphogenesis","2/1947","21/21069",0.59052354368426,0.789556532497756,0.557712982765029,"AGTPBP1/GBA1",2
"GO:0033762","GO:0033762","response to glucagon","2/1947","21/21069",0.59052354368426,0.789556532497756,0.557712982765029,"ARG1/GJB2",2
"GO:0043628","GO:0043628","small regulatory ncRNA 3'-end processing","2/1947","21/21069",0.59052354368426,0.789556532497756,0.557712982765029,"ERI1/EXOSC4",2
"GO:0044794","GO:0044794","positive regulation by host of viral process","2/1947","21/21069",0.59052354368426,0.789556532497756,0.557712982765029,"CFL1/IGF2R",2
"GO:0045821","GO:0045821","positive regulation of glycolytic process","2/1947","21/21069",0.59052354368426,0.789556532497756,0.557712982765029,"PSEN1/HIF1A",2
"GO:0046485","GO:0046485","ether lipid metabolic process","2/1947","21/21069",0.59052354368426,0.789556532497756,0.557712982765029,"LPCAT2/PLA2G7",2
"GO:0055062","GO:0055062","phosphate ion homeostasis","2/1947","21/21069",0.59052354368426,0.789556532497756,0.557712982765029,"SLC34A2/ALPL",2
"GO:0060716","GO:0060716","labyrinthine layer blood vessel development","2/1947","21/21069",0.59052354368426,0.789556532497756,0.557712982765029,"PLCD3/JUNB",2
"GO:0071025","GO:0071025","RNA surveillance","2/1947","21/21069",0.59052354368426,0.789556532497756,0.557712982765029,"WDR82/EXOSC4",2
"GO:0072506","GO:0072506","trivalent inorganic anion homeostasis","2/1947","21/21069",0.59052354368426,0.789556532497756,0.557712982765029,"SLC34A2/ALPL",2
"GO:0072531","GO:0072531","pyrimidine-containing compound transmembrane transport","2/1947","21/21069",0.59052354368426,0.789556532497756,0.557712982765029,"AQP9/SLC22A1",2
"GO:0086014","GO:0086014","atrial cardiac muscle cell action potential","2/1947","21/21069",0.59052354368426,0.789556532497756,0.557712982765029,"GJA1/FLNA",2
"GO:0086026","GO:0086026","atrial cardiac muscle cell to AV node cell signaling","2/1947","21/21069",0.59052354368426,0.789556532497756,0.557712982765029,"GJA1/FLNA",2
"GO:0086066","GO:0086066","atrial cardiac muscle cell to AV node cell communication","2/1947","21/21069",0.59052354368426,0.789556532497756,0.557712982765029,"GJA1/FLNA",2
"GO:0090190","GO:0090190","positive regulation of branching involved in ureteric bud morphogenesis","2/1947","21/21069",0.59052354368426,0.789556532497756,0.557712982765029,"VEGFA/GREM1",2
"GO:0090231","GO:0090231","regulation of spindle checkpoint","2/1947","21/21069",0.59052354368426,0.789556532497756,0.557712982765029,"DUSP1/AURKB",2
"GO:0090266","GO:0090266","regulation of mitotic cell cycle spindle assembly checkpoint","2/1947","21/21069",0.59052354368426,0.789556532497756,0.557712982765029,"DUSP1/AURKB",2
"GO:1901317","GO:1901317","regulation of flagellated sperm motility","2/1947","21/21069",0.59052354368426,0.789556532497756,0.557712982765029,"SEMG1/TEX101",2
"GO:1901977","GO:1901977","negative regulation of cell cycle checkpoint","2/1947","21/21069",0.59052354368426,0.789556532497756,0.557712982765029,"DDX39B/PPP1R10",2
"GO:1903504","GO:1903504","regulation of mitotic spindle checkpoint","2/1947","21/21069",0.59052354368426,0.789556532497756,0.557712982765029,"DUSP1/AURKB",2
"GO:2000427","GO:2000427","positive regulation of apoptotic cell clearance","2/1947","21/21069",0.59052354368426,0.789556532497756,0.557712982765029,"CCL2/CD300LF",2
"GO:2000757","GO:2000757","negative regulation of peptidyl-lysine acetylation","2/1947","21/21069",0.59052354368426,0.789556532497756,0.557712982765029,"SPI1/SDR16C5",2
"GO:0045132","GO:0045132","meiotic chromosome segregation","11/1947","123/21069",0.591192458136794,0.790281676002171,0.558225196811945,"CCNE1/SMC4/ACTR3/STAG1/UBE2B/ESPL1/ACTR2/HORMAD1/BUB1B/RAD21/SHOC1",11
"GO:0043488","GO:0043488","regulation of mRNA stability","17/1947","190/21069",0.592668937904965,0.792085798004837,0.559499560612338,"SLC11A1/VIM/TUT7/FUS/MAPK14/CNOT1/ZFP36/TENT5B/BTG2/MAPKAPK2/ZC3H12A/PRKCD/PATL1/MYD88/ZFP36L1/YTHDF3/PLEKHN1",17
"GO:1901796","GO:1901796","regulation of signal transduction by p53 class mediator","10/1947","112/21069",0.593378342322955,0.792864192053184,0.56004938883692,"CD44/KAT6A/EP300/SGK1/SNAI1/PMAIP1/PLK3/AURKB/HAPSTR1/HEXIM1",10
"GO:0031122","GO:0031122","cytoplasmic microtubule organization","6/1947","67/21069",0.593877313326785,0.793191431959882,0.560280538776072,"CLIP2/CCDC88A/KATNBL1/CCDC88B/PLK3/LIMK2",6
"GO:0051445","GO:0051445","regulation of meiotic cell cycle","6/1947","67/21069",0.593877313326785,0.793191431959882,0.560280538776072,"ASPM/UBE2B/DUSP1/HORMAD1/OVOL1/GPR3",6
"GO:0000819","GO:0000819","sister chromatid segregation","22/1947","246/21069",0.596923222937958,0.797089094102783,0.563033700443484,"TACC3/CUL3/ACTB/CDC6/MAPRE1/NCAPG/SMC4/STAG1/DUSP1/NAA50/ESPL1/CENPE/HORMAD1/NCAPG2/SPC25/BUB1B/RAD21/ESCO2/UBE2C/AURKB/KIF18B/KIFC1",22
"GO:0007190","GO:0007190","activation of adenylate cyclase activity","3/1947","33/21069",0.599233212077721,0.797828934530672,0.563556295843338,"TMIGD3/CAP1/RAF1",3
"GO:0007628","GO:0007628","adult walking behavior","3/1947","33/21069",0.599233212077721,0.797828934530672,0.563556295843338,"AGTPBP1/NPC1/ARRB2",3
"GO:0009648","GO:0009648","photoperiodism","3/1947","33/21069",0.599233212077721,0.797828934530672,0.563556295843338,"ID2/AANAT/BHLHE40",3
"GO:0034311","GO:0034311","diol metabolic process","3/1947","33/21069",0.599233212077721,0.797828934530672,0.563556295843338,"GCH1/SPHK1/GBA1",3
"GO:0045070","GO:0045070","positive regulation of viral genome replication","3/1947","33/21069",0.599233212077721,0.797828934530672,0.563556295843338,"SRPK1/NOTCH1/DDX3X",3
"GO:0045822","GO:0045822","negative regulation of heart contraction","3/1947","33/21069",0.599233212077721,0.797828934530672,0.563556295843338,"PIK3CG/ZC3H12A/TNF",3
"GO:0060295","GO:0060295","regulation of cilium movement involved in cell motility","3/1947","33/21069",0.599233212077721,0.797828934530672,0.563556295843338,"SEMG1/TEX101/CATSPER1",3
"GO:0086011","GO:0086011","membrane repolarization during action potential","3/1947","33/21069",0.599233212077721,0.797828934530672,0.563556295843338,"CAV1/KCNH7/FLNA",3
"GO:0098901","GO:0098901","regulation of cardiac muscle cell action potential","3/1947","33/21069",0.599233212077721,0.797828934530672,0.563556295843338,"CAV1/DSC2/JUP",3
"GO:1902019","GO:1902019","regulation of cilium-dependent cell motility","3/1947","33/21069",0.599233212077721,0.797828934530672,0.563556295843338,"SEMG1/TEX101/CATSPER1",3
"GO:0008543","GO:0008543","fibroblast growth factor receptor signaling pathway","8/1947","90/21069",0.599293119949416,0.797828934530672,0.563556295843338,"NDST1/CRKL/FGFBP1/THBS1/FGF2/IQGAP1/SHCBP1/GRB2",8
"GO:0051303","GO:0051303","establishment of chromosome localization","8/1947","90/21069",0.599293119949416,0.797828934530672,0.563556295843338,"CUL3/MAPRE1/UBE2B/CENPE/GEM/NDEL1/AURKB/KIFC1",8
"GO:0042220","GO:0042220","response to cocaine","5/1947","56/21069",0.599594067893682,0.797828934530672,0.563556295843338,"HSPA5/SLC1A3/CNR1/PTK2B/SLC6A3",5
"GO:0034440","GO:0034440","lipid oxidation","11/1947","124/21069",0.602202701126035,0.797828934530672,0.563556295843338,"ALOX5/DGAT2/ABCD1/PPARD/MAPK14/CNR1/NR4A3/SESN2/PLA2G7/ACOX1/IRS2",11
"GO:0009247","GO:0009247","glycolipid biosynthetic process","7/1947","79/21069",0.603382835502439,0.797828934530672,0.563556295843338,"ST3GAL1/ST3GAL4/GBGT1/FUT6/ST3GAL2/B4GALT5/ST6GALNAC3",7
"GO:0046596","GO:0046596","regulation of viral entry into host cell","7/1947","79/21069",0.603382835502439,0.797828934530672,0.563556295843338,"FCN1/LGALS1/TRIM25/FURIN/PTX3/IFITM2/P4HB",7
"GO:0007623","GO:0007623","circadian rhythm","20/1947","225/21069",0.606630764704758,0.797828934530672,0.563556295843338,"BMAL2/KDM5A/EP300/RELB/NAMPT/ID2/EGR1/AANAT/PPARG/BHLHE40/CSNK1D/HTR7/PROK2/NFIL3/PTEN/EGR3/NRIP1/KCNH7/TOP1/TNF",20
"GO:0000289","GO:0000289","nuclear-transcribed mRNA poly(A) tail shortening","4/1947","45/21069",0.607653177676942,0.797828934530672,0.563556295843338,"TUT7/CNOT1/ZFP36/BTG2",4
"GO:0009124","GO:0009124","nucleoside monophosphate biosynthetic process","4/1947","45/21069",0.607653177676942,0.797828934530672,0.563556295843338,"IMPDH1/AMPD2/CDA/UPP1",4
"GO:0021879","GO:0021879","forebrain neuron differentiation","4/1947","45/21069",0.607653177676942,0.797828934530672,0.563556295843338,"ZMIZ1/INHBA/ZSWIM6/GATA2",4
"GO:0071459","GO:0071459","protein localization to chromosome, centromeric region","4/1947","45/21069",0.607653177676942,0.797828934530672,0.563556295843338,"JARID2/CENPA/BUB1B/AURKB",4
"GO:1901021","GO:1901021","positive regulation of calcium ion transmembrane transporter activity","4/1947","45/21069",0.607653177676942,0.797828934530672,0.563556295843338,"EHD3/P2RY6/PLCG2/PPP3R1",4
"GO:0003407","GO:0003407","neural retina development","8/1947","91/21069",0.612024462562317,0.797828934530672,0.563556295843338,"ATP2B1/PSEN1/CALB1/DLL4/NOTCH1/ATP2B2/STAT3/ZHX2",8
"GO:0003179","GO:0003179","heart valve morphogenesis","5/1947","57/21069",0.615605128911242,0.797828934530672,0.563556295843338,"TGFB1/SNAI1/BMP2/DLL4/NOTCH1",5
"GO:0010874","GO:0010874","regulation of cholesterol efflux","5/1947","57/21069",0.615605128911242,0.797828934530672,0.563556295843338,"NFKBIA/CAV1/LRP1/PPARG/ABCA1",5
"GO:0033047","GO:0033047","regulation of mitotic sister chromatid segregation","5/1947","57/21069",0.615605128911242,0.797828934530672,0.563556295843338,"DUSP1/SPC25/BUB1B/RAD21/AURKB",5
"GO:0045839","GO:0045839","negative regulation of mitotic nuclear division","5/1947","57/21069",0.615605128911242,0.797828934530672,0.563556295843338,"DUSP1/SPC25/BUB1B/RAD21/AURKB",5
"GO:0000729","GO:0000729","DNA double-strand break processing","2/1947","22/21069",0.616326802637411,0.797828934530672,0.563556295843338,"NBN/HELB",2
"GO:0002361","GO:0002361","CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation","2/1947","22/21069",0.616326802637411,0.797828934530672,0.563556295843338,"IL2RG/FUT7",2
"GO:0002836","GO:0002836","positive regulation of response to tumor cell","2/1947","22/21069",0.616326802637411,0.797828934530672,0.563556295843338,"PVR/CD274",2
"GO:0002839","GO:0002839","positive regulation of immune response to tumor cell","2/1947","22/21069",0.616326802637411,0.797828934530672,0.563556295843338,"PVR/CD274",2
"GO:0006244","GO:0006244","pyrimidine nucleotide catabolic process","2/1947","22/21069",0.616326802637411,0.797828934530672,0.563556295843338,"UPB1/UPP1",2
"GO:0007063","GO:0007063","regulation of sister chromatid cohesion","2/1947","22/21069",0.616326802637411,0.797828934530672,0.563556295843338,"ESPL1/RAD21",2
"GO:0007351","GO:0007351","tripartite regional subdivision","2/1947","22/21069",0.616326802637411,0.797828934530672,0.563556295843338,"TBX3/BASP1",2
"GO:0008595","GO:0008595","anterior/posterior axis specification, embryo","2/1947","22/21069",0.616326802637411,0.797828934530672,0.563556295843338,"TBX3/BASP1",2
"GO:0009220","GO:0009220","pyrimidine ribonucleotide biosynthetic process","2/1947","22/21069",0.616326802637411,0.797828934530672,0.563556295843338,"CDA/UPP1",2
"GO:0015669","GO:0015669","gas transport","2/1947","22/21069",0.616326802637411,0.797828934530672,0.563556295843338,"CA2/BPGM",2
"GO:0016137","GO:0016137","glycoside metabolic process","2/1947","22/21069",0.616326802637411,0.797828934530672,0.563556295843338,"GLA/GBA1",2
"GO:0030002","GO:0030002","cellular anion homeostasis","2/1947","22/21069",0.616326802637411,0.797828934530672,0.563556295843338,"TBXAS1/SLC34A2",2
"GO:0032288","GO:0032288","myelin assembly","2/1947","22/21069",0.616326802637411,0.797828934530672,0.563556295843338,"PMP22/TLR2",2
"GO:0034035","GO:0034035","purine ribonucleoside bisphosphate metabolic process","2/1947","22/21069",0.616326802637411,0.797828934530672,0.563556295843338,"TPST2/SULT1B1",2
"GO:0045717","GO:0045717","negative regulation of fatty acid biosynthetic process","2/1947","22/21069",0.616326802637411,0.797828934530672,0.563556295843338,"CEACAM1/TRIB3",2
"GO:0046341","GO:0046341","CDP-diacylglycerol metabolic process","2/1947","22/21069",0.616326802637411,0.797828934530672,0.563556295843338,"GPAT3/GPAT4",2
"GO:0050427","GO:0050427","3'-phosphoadenosine 5'-phosphosulfate metabolic process","2/1947","22/21069",0.616326802637411,0.797828934530672,0.563556295843338,"TPST2/SULT1B1",2
"GO:0051151","GO:0051151","negative regulation of smooth muscle cell differentiation","2/1947","22/21069",0.616326802637411,0.797828934530672,0.563556295843338,"EREG/MIR221",2
"GO:0060340","GO:0060340","positive regulation of type I interferon-mediated signaling pathway","2/1947","22/21069",0.616326802637411,0.797828934530672,0.563556295843338,"TBK1/MMP12",2
"GO:0097062","GO:0097062","dendritic spine maintenance","2/1947","22/21069",0.616326802637411,0.797828934530672,0.563556295843338,"FCGR2B/NEDD9",2
"GO:0098962","GO:0098962","regulation of postsynaptic neurotransmitter receptor activity","2/1947","22/21069",0.616326802637411,0.797828934530672,0.563556295843338,"HOMER3/SRC",2
"GO:0099563","GO:0099563","modification of synaptic structure","2/1947","22/21069",0.616326802637411,0.797828934530672,0.563556295843338,"PFN1/CLN3",2
"GO:0140374","GO:0140374","antiviral innate immune response","2/1947","22/21069",0.616326802637411,0.797828934530672,0.563556295843338,"CARD8/NLRP6",2
"GO:1905209","GO:1905209","positive regulation of cardiocyte differentiation","2/1947","22/21069",0.616326802637411,0.797828934530672,0.563556295843338,"TGFB1/ARRB2",2
"GO:1905906","GO:1905906","regulation of amyloid fibril formation","2/1947","22/21069",0.616326802637411,0.797828934530672,0.563556295843338,"PSEN1/CRYAB",2
"GO:0048593","GO:0048593","camera-type eye morphogenesis","13/1947","148/21069",0.618054912857866,0.797828934530672,0.563556295843338,"FAT1/HIF1A/CALB1/NECTIN1/VEGFA/EPHA2/NOTCH1/ZEB1/SKI/CITED2/STAT3/ZHX2/ALDH1A3",13
"GO:0035725","GO:0035725","sodium ion transmembrane transport","17/1947","193/21069",0.619104658400036,0.797828934530672,0.563556295843338,"ATP1B3/TESC/FXYD5/SLC5A5/SCN1B/KLHL24/SLC8A2/ATP1B2/SLC24A4/TRPM2/SLC6A3/SLC34A2/SLC6A20/SLC3A2/NETO2/SLC8A1/SLC6A14",17
"GO:0002664","GO:0002664","regulation of T cell tolerance induction","3/1947","34/21069",0.619872992407869,0.797828934530672,0.563556295843338,"CLC/LILRB2/LILRB4",3
"GO:0009649","GO:0009649","entrainment of circadian clock","3/1947","34/21069",0.619872992407869,0.797828934530672,0.563556295843338,"BMAL2/ID2/BHLHE40",3
"GO:0034377","GO:0034377","plasma lipoprotein particle assembly","3/1947","34/21069",0.619872992407869,0.797828934530672,0.563556295843338,"LPCAT3/PLAGL2/ABCA1",3
"GO:0034389","GO:0034389","lipid droplet organization","3/1947","34/21069",0.619872992407869,0.797828934530672,0.563556295843338,"PLIN3/PLIN2/PISD",3
"GO:0035456","GO:0035456","response to interferon-beta","3/1947","34/21069",0.619872992407869,0.797828934530672,0.563556295843338,"MNDA/AIM2/IFITM2",3
"GO:0036257","GO:0036257","multivesicular body organization","3/1947","34/21069",0.619872992407869,0.797828934530672,0.563556295843338,"RAB27A/VPS37B/UBAP1",3
"GO:0040020","GO:0040020","regulation of meiotic nuclear division","3/1947","34/21069",0.619872992407869,0.797828934530672,0.563556295843338,"UBE2B/HORMAD1/GPR3",3
"GO:0045943","GO:0045943","positive regulation of transcription by RNA polymerase I","3/1947","34/21069",0.619872992407869,0.797828934530672,0.563556295843338,"IPPK/DDX21/BNC1",3
