Symbol	ICU_06	ICU_25	ICU_26	ICU_27	NON_07	NON_19	NON_20	NON_22	NON_23	NON_26	NON_28
MPC1-DT	2	4	2	2	2	8	16	20	14	17	10
TMEM202-AS1	26	26	63	12	46	29	30	47	49	56	25
ATP5PBP7	16	10	0	2	4	8	8	4	10	8	16
DPPA2P4	0	0	0	0	0	0	0	0	0	4	0
DHX35-DT	10	2	2	20	4	18	26	29	20	36	24
LINC01613	0	0	0	0	0	0	0	0	0	0	0
LINC02894	431	284	42	218	256	377	478	515	389	345	304
DUX4L45	0	0	0	0	0	0	0	0	0	0	0
POLG-DT	4	2	14	16	16	16	8	38	24	32	10
LINC00559	0	0	5	0	12	0	0	0	0	0	0
LINC01735	18	6	2	27	40	136	64	111	64	58	54
LINC01003	552	324	230	308	196	234	338	616	328	226	456
TUBB8	13	0	2	8	18	40	0	96	42	6	6
UBE2MP1	2	12	2	4	0	0	0	4	0	4	0
COQ7-DT	17	10	2	27	45	16	42	50	58	90	26
LINC02190	0	0	0	0	0	0	0	0	0	0	0
GOLGA8M	0	0	0	0	4	0	0	1	0	0	0
CARHSP1-DT	0	14	0	7	4	8	6	8	21	56	2
PAN3-AS1	228	118	72	82	260	162	172	264	398	147	172
RARRES2P9	0	0	0	0	0	0	0	0	0	0	0
TBILA	398	216	14	218	251	195	334	635	560	264	197
DNM1P31	0	0	0	0	0	0	0	0	0	0	0
MPHOSPH10P7	0	0	0	0	0	0	0	0	0	0	0
LINC00566	0	2	0	0	0	0	0	0	0	0	1
BBS7-DT	0	0	2	0	4	0	0	4	0	0	0
LINC01686	0	8	0	2	8	0	2	0	6	0	8
TP53TG3B	0	0	0	0	0	0	0	0	0	0	0
CYP3A137P	0	0	0	0	0	0	0	0	0	0	0
LINC01976	0	0	0	0	0	4	0	0	0	0	0
VN1R70P	0	0	0	0	0	0	0	0	0	0	0
LINC00558	0	0	0	0	0	0	0	0	0	2	0
DLGAP1-AS5	185	64	4	25	112	327	113	234	566	22	545
ABCB10P3	0	0	0	0	0	0	0	0	0	0	0
CCNYL7	0	0	0	4	0	0	0	0	0	0	2
ABHD17AP9	0	0	0	0	0	0	0	0	0	0	0
HLA-P	1	0	6	9	1	0	0	0	0	0	1
SMG1P7	331	261	34	132	299	99	136	284	191	118	123
EEF1A1P38	38	17	8	28	56	6	14	20	18	6	30
LINC01859	0	0	0	0	2	1	0	0	0	0	0
FSCN1P1	0	4	0	2	0	0	0	0	0	0	0
AGK-DT	9	4	0	0	4	21	9	40	9	8	2
ENPP7P13	0	0	0	0	0	0	0	0	0	0	0
HERC2P11	0	0	0	0	0	0	0	0	0	0	0
TMEM249	0	5	0	0	1	2	1	0	4	6	0
CYP4A27P	0	0	0	0	0	4	2	0	0	0	0
TPBGL	0	4	24	0	0	0	4	0	2	0	2
PPM1J-DT	0	0	0	0	0	0	0	6	0	0	0
HERC2P8	2	0	0	0	0	0	0	0	0	0	0
PRSS46P	0	0	0	2	0	6	0	0	0	0	5
SLC25A1P4	0	0	0	0	0	0	0	0	0	0	0
GAN	3153	4863	2887	1597	1371	2112	1927	3770	2260	866	1879
SUB1P3	4	27	0	14	12	8	6	24	10	18	6
YBX3P1	4	0	0	4	0	0	0	0	0	2	0
LINC01858	0	0	0	0	0	2	0	7	0	0	0
TTC23-AS1	17	2	4	4	10	10	4	4	6	6	7
LINC02177	2	24	2	4	6	0	0	2	0	0	2
LINC02605	78	98	48	146	49	64	76	168	99	25	100
HMGN2P41	0	0	0	0	0	0	0	0	0	0	2
LINC02179	0	0	0	0	0	0	0	0	0	0	0
NDUFB10P2	2	10	0	0	0	2	0	0	0	0	0
PAQR5-DT	0	0	0	0	2	0	0	0	0	0	0
LINC02191	0	0	0	0	0	0	0	0	0	0	0
LINC02127	0	0	0	0	0	0	0	0	0	0	0
CYLD-AS1	131	41	90	205	50	64	14	26	156	30	77
DISC1FP1	2	8	0	0	2	0	0	1	0	0	0
IMPDH1P11	0	0	0	2	0	0	0	0	0	0	0
GOLGA6L7	0	0	0	0	2	0	0	0	0	0	0
PIERCE2	297	303	28	180	192	135	262	555	496	453	320
BEAN1-AS1	0	2	2	7	0	4	0	0	0	0	2
ECI1-AS1	13	12	11	17	29	9	12	28	21	36	8
TTC39A-AS1	58	7	15	39	43	54	73	175	118	270	131
TUBAP4	0	0	0	0	0	0	0	0	0	0	0
LY6L	0	0	0	0	10	0	2	30	0	2	0
SCRT1	0	0	4	0	6	0	0	2	0	4	1
ATP5PDP1	0	0	0	0	0	0	0	0	0	2	0
LINC00838	0	0	0	0	0	0	0	0	0	2	0
AGGF1P4	0	0	0	0	0	0	0	0	0	0	0
HPR	11	64	0	16	14	0	1	2	0	2	6
LINC02168	0	0	0	0	0	0	0	0	0	0	0
IGHV1OR16-1	0	0	0	0	0	0	0	0	0	0	0
LINC00165	0	0	0	0	0	0	0	0	0	0	0
DNM1P32	0	0	0	0	0	0	0	0	0	0	2
FRG2DP	0	0	0	0	0	0	0	0	0	0	0
SSTR5-AS1	2	0	0	6	0	4	4	7	0	6	6
LINC01477	0	0	0	0	0	0	0	0	0	2	0
H2BC20P	500	173	136	202	1429	160	221	460	351	497	128
FOXF2-DT	0	0	0	0	0	0	0	0	0	0	0
MIR3976HG	2	8	6	0	6	0	0	0	0	0	8
GOLGA8S	15	23	1	7	17	0	2	4	11	0	10
BOLA2-SMG1P6	7	0	0	5	1	4	3	0	0	1	0
FRG2KP	0	0	0	0	0	0	0	0	0	0	0
LINC00922	0	0	0	0	2	10	0	0	4	0	4
ZFPM1-AS1	0	0	0	1	0	3	0	6	2	9	0
SPRING1P3	0	0	0	0	0	0	0	0	0	0	0
LINC02180	0	0	0	0	0	0	0	0	0	0	0
AGGF1P8	0	0	0	0	0	0	0	0	0	0	0
STAG1-DT	6	0	2	4	0	4	2	12	4	6	6
LINC02616	0	0	0	0	0	0	0	0	0	0	0
KRT18P18	0	0	4	0	0	0	2	4	0	0	4
DNAAF4-CCPG1	0	0	0	0	0	0	0	0	0	0	0
DDX19A-DT	34	18	5	15	43	24	43	85	73	113	51
LINC02582	8	132	789	2	0	8	0	0	2	2	0
LINC01654	0	0	0	0	0	0	0	0	0	0	0
TCF24	48	10	6	15	40	10	124	198	70	30	54
DNM1P28	0	0	0	0	0	0	1	0	0	0	0
GOLGA8H	26	21	24	32	85	44	18	33	35	28	38
ISY1-RAB43	0	0	0	0	0	0	0	0	0	0	0
LOXL1-AS1	272	118	107	170	337	361	152	306	224	283	163
LINC02140	4	0	0	0	0	0	0	0	0	0	0
LINC02141	0	0	0	0	0	18	0	4	0	4	0
CYP3A54P	0	0	0	0	0	0	0	0	0	0	0
LINC02164	0	0	0	0	0	0	0	0	0	0	0
TUBB8P7	27	4	0	3	0	18	2	11	4	10	0
DNM1P49	0	0	0	0	0	0	0	0	0	0	0
LINC00662	1247	750	110	426	626	451	721	1702	824	592	842
IGHV3OR16-15	0	0	0	0	0	0	0	0	0	0	0
LINC02186	22	4	0	5	19	57	12	28	19	0	23
MIA	1	20	7	8	22	7	3	5	23	10	6
LINC01996	28	8	0	11	29	9	51	138	56	31	41
MFSD1P1	4	5	6	0	0	2	0	6	0	0	0
SMIM36	0	0	0	0	0	2	0	0	1	2	0
ZNF594-DT	97	17	7	111	146	100	79	218	144	185	64
GOSR2-DT	6	0	0	3	16	6	4	16	17	4	10
MTND5P33	0	0	0	0	0	2	0	0	0	0	0
RPL23AP84	0	0	0	0	0	0	0	0	0	0	0
PCDHGA9	8	4	1	10	8	12	4	3	3	2	10
LARP7P2	0	0	0	0	1	0	0	0	0	0	0
GFY	0	0	0	0	0	0	0	0	0	0	0
ISCA1P3	0	0	0	0	0	0	0	0	0	0	0
MMP25-AS1	140	70	390	826	101	129	49	123	182	96	63
KYNUP1	0	0	0	0	0	0	0	0	0	0	0
DLGAP1-AS2	395	326	618	1111	244	388	116	261	251	256	109
LINC01974	0	0	0	0	0	0	0	1	0	0	0
RPH3AL-AS1	4	0	0	0	0	0	2	8	0	26	0
SNORD3B-2	2	10	2	2	0	8	2	6	6	0	0
IL9RP4	0	0	4	4	0	0	0	0	0	0	0
OR1P1	0	0	0	0	0	0	0	0	0	0	0
MTATP6P25	0	0	0	0	0	0	0	0	0	0	0
PCDHB19P	0	2	0	0	0	10	0	0	6	0	0
LINC02185	3942	378	146	1603	2229	2841	3179	3407	3918	1430	3782
DHX33-DT	0	0	0	0	0	4	0	2	0	2	0
OR1D3P	0	0	0	0	0	0	0	0	0	0	0
MTND6P33	0	0	0	0	0	0	0	0	0	0	0
BCAR4	10	10	0	0	0	2	2	4	0	2	0
MTCO1P28	0	0	0	0	0	1	2	2	0	0	0
GARS1P1	0	0	0	0	0	0	0	0	0	0	0
NQO1-DT	1	4	0	5	14	16	3	25	24	37	18
GREP1	17	8	0	23	14	10	9	8	39	68	2
EIF1P4	0	1	0	0	3	0	0	4	8	0	0
LINC02175	197	60	20	151	150	110	289	763	399	55	195
MTCO3P24	0	0	0	0	0	2	0	0	0	0	0
C17orf114	28	4	2	30	22	56	26	46	76	296	80
MYMX	6	2	0	4	0	20	11	4	19	16	20
LINC02861	16	39	0	20	52	37	44	48	16	8	54
LINC01978	3	2	2	1	0	12	11	16	6	0	32
PCDHGB3	2	8	0	0	0	4	0	0	6	0	4
LINC03048	2	0	2	10	2	10	4	2	2	2	18
TMF1P1	0	0	0	0	0	0	0	0	2	0	0
CORO7	641	446	739	1325	660	1469	935	2583	1465	2032	1116
MTND4LP24	0	0	0	0	0	0	0	0	0	0	0
RPH3AL-AS2	4	0	0	0	5	10	2	2	0	10	6
RPL7L1P19	2	0	0	0	0	4	6	24	4	0	0
MTND4P34	2	0	0	0	0	2	2	4	0	0	0
HNRNPA1P16	44	9	4	13	23	42	36	54	31	24	36
LINC02564	0	0	0	0	0	0	0	0	0	0	0
NDUFA3P6	0	0	0	0	0	0	0	0	0	0	0
MTATP6P24	0	0	0	0	0	0	0	8	0	0	0
MCUR1P1	0	12	0	2	2	0	4	0	0	4	0
MMP12	194	120	88	146	137	51	14	8	34	8	26
TXNDC11-AS1	16	12	14	10	16	6	2	6	2	0	0
MIR193BHG	57	165	48	96	73	45	8	24	60	56	20
SPDYE9	0	0	0	0	0	0	0	0	0	0	0
LINC01569	128	90	42	180	312	246	136	351	388	498	154
TVP23CP2	4	0	0	2	0	3	0	2	0	0	0
SAMD11P1	0	0	0	0	0	0	0	0	0	2	0
TMEM256-PLSCR3	0	0	0	0	0	0	4	1	0	0	0
CCER2	28	20	0	8	30	48	22	64	49	2	35
FAM187B2P	2	0	0	1	0	0	0	0	0	0	0
MAPK8IP1P1	0	0	0	0	0	2	18	0	2	32	0
SPICP3	3	8	0	8	4	12	7	5	16	0	8
DPPA3P6	0	0	2	0	6	0	0	0	0	0	0
TXNP4	18	53	18	31	26	18	30	27	16	45	16
SMIM28	0	20	2	0	0	0	2	8	0	4	4
PCDHGA4	0	0	3	2	2	7	0	0	0	0	0
TMEM231P1	49	30	3	56	31	59	35	76	69	43	34
LINC01979	0	4	0	6	10	10	2	11	4	2	19
BTF3P14	0	2	0	0	0	0	0	1	0	0	0
LINC00621	28	6	0	20	0	30	16	26	2	19	23
OR1D5	0	0	0	0	0	0	0	0	0	0	0
PHB1P15	0	0	0	0	0	0	0	0	0	0	0
SPON1	81	104	28	46	55	55	41	100	32	9	103
OVCA2	0	0	0	0	0	0	0	0	0	0	0
CAMTA2-AS1	0	0	0	0	0	0	0	0	0	0	0
GLIS2-AS1	21	5	0	2	31	60	27	24	29	88	47
ZFP3-DT	4	0	0	0	0	10	1	4	0	0	0
ARHGAP11A-DT	10	5	0	2	18	13	14	16	21	3	17
MRPS21P9	0	0	0	2	0	2	0	1	0	0	0
LINC01977	10	9	24	2	10	4	4	8	4	12	4
MRPL12	613	624	101	584	575	740	558	681	764	2183	790
CYCSP40	0	0	2	0	0	0	0	8	0	0	0
C19orf84	0	4	6	0	4	0	0	0	0	0	0
MTCO1P40	996	2919	60	942	2981	484	692	859	1328	1414	474
CTNS-AS1	13	24	9	27	13	29	6	20	9	32	16
TMPOP2	28	10	0	5	8	16	18	82	37	6	16
CCNQ	1084	746	368	846	808	1057	1010	1581	1184	2009	1131
ALOX12P2	165	203	66	127	218	310	167	530	380	159	308
EIF4A1P9	2	18	2	2	16	14	4	8	2	4	2
RPL23AP86	12	0	0	2	0	0	0	0	0	0	0
KARS1P3	0	0	0	2	0	0	2	0	0	0	0
OR52L2P	0	0	0	0	0	0	0	0	0	0	0
GTF2I	302	174	168	377	212	123	84	232	145	112	246
ZNF234	432	174	42	134	248	132	215	358	327	172	276
AKAP1-DT	165	109	83	195	312	486	340	481	392	718	323
ROCK1P1	52	56	2	66	62	42	405	178	46	20	86
DPH1-AS1	2	3	12	18	3	9	2	2	8	2	0
RNF213-AS1	129	84	25	190	192	205	145	351	309	449	143
ZNF213-AS1	468	227	67	330	334	623	387	721	379	558	341
ARL2BPP8	0	0	0	0	0	0	0	0	0	0	0
LRRC37A17P	7	2	0	0	4	0	12	8	0	6	4
LINC01896	0	0	3	0	0	2	0	0	0	0	0
MYZAP	180	686	810	489	144	76	86	150	94	44	38
MTND1P8	0	0	0	0	4	0	0	0	2	2	0
HNRNPCP4	0	0	4	6	0	0	0	2	0	0	0
MTND3P13	0	0	0	0	0	0	0	0	0	0	0
DPEP2NB	1	0	6	2	0	0	0	0	0	0	0
KYNUP3	0	0	0	0	0	0	0	0	0	0	0
RYKP1	2	0	5	2	4	4	0	2	8	14	8
ATP5F1AP3	11	6	2	2	4	16	15	15	4	8	12
MTCYBP33	0	0	0	0	0	2	0	2	0	0	0
LINC03107	0	0	0	2	2	0	0	0	0	0	0
RPS7P1	496	564	108	271	667	597	484	550	727	626	985
EFCAB13-DT	0	0	20	0	3	10	8	9	0	0	6
RSL1D1-DT	0	4	0	0	1	0	12	7	2	4	2
LINC01975	0	1	4	2	0	0	10	10	1	11	4
LINC01982	9	0	0	0	4	4	2	3	7	5	10
TAPT1-AS1	177	73	14	83	175	55	32	95	102	174	55
SGSM2-AS1	22	18	8	4	9	44	20	29	6	4	15
PPIAL4A	0	2	0	0	0	0	2	0	0	0	0
MIR5011	0	0	0	0	0	0	0	0	0	0	0
AKR1B10P2	0	0	0	0	0	0	0	0	0	0	0
RN7SL134P	0	0	0	0	0	0	0	0	0	0	0
MIR378H	0	0	0	0	0	0	0	0	0	0	1
MIR5702	0	0	0	0	0	0	0	0	0	0	0
ABHD17AP5	2	0	0	0	2	0	0	0	0	2	2
MSANTD3P1	19	4	16	19	13	93	23	111	62	81	60
MIR548AO	0	0	0	0	0	0	0	0	0	0	0
MIR5584	0	0	0	0	0	0	0	0	0	0	0
MIR3973	0	0	0	0	0	0	0	0	0	0	0
MIR3119-2	0	0	0	0	0	0	0	0	0	0	0
MIR3170	0	0	0	1	0	0	0	0	0	0	0
TMEM220-AS1	76	21	17	16	18	92	37	102	33	75	63
MIR4673	0	0	0	0	0	0	0	0	0	0	0
PA2G4P3	0	0	0	0	0	0	0	0	0	0	0
MIR4660	0	0	0	2	2	0	0	0	0	0	0
MIR4747	0	0	0	0	0	0	0	0	0	0	0
RN7SL460P	0	0	0	0	0	0	0	0	0	0	0
NFE2L1-DT	82	24	0	18	116	78	86	162	200	70	92
MIR4538	0	0	0	0	0	0	0	0	0	0	0
MIR3187	0	0	0	0	0	0	0	0	0	0	0
GTSCR1	0	0	0	0	0	0	0	0	0	0	0
RN7SL471P	0	0	0	0	0	0	2	0	0	0	0
TMEM238L	7	6	22	27	1	2	1	4	0	6	0
RN7SL689P	19	6	6	9	15	5	14	16	8	2	16
MIR3158-1	0	0	0	0	0	0	0	0	0	0	0
LINC01919	0	0	0	0	0	2	0	0	0	0	4
MIR4753	0	0	0	0	0	2	0	0	0	0	0
MIR4450	0	0	0	0	0	0	0	0	0	0	0
MIR5189	0	0	0	0	0	0	0	0	0	0	0
MIR4455	0	0	0	0	0	0	0	0	0	0	0
BOD1P1	0	0	0	0	0	0	0	0	0	0	0
SRSF8	2725	1664	378	1654	1936	1674	2230	3554	2338	2810	2667
MIR3130-2	0	0	0	0	0	0	0	0	0	0	0
MIR3156-1	0	0	0	0	0	0	0	0	0	0	0
RN7SL509P	0	0	0	0	0	0	0	0	0	0	0
ANTXRLP1	0	0	0	5	0	1	0	4	0	0	0
MTATP6P3	0	0	0	0	0	0	0	0	0	0	0
RN7SL155P	0	0	0	0	0	0	0	0	0	0	0
MAPK8IP1P2	2	0	0	4	4	66	139	0	8	299	0
SLC25A3P3	0	0	0	0	0	0	0	0	0	0	0
MIR4497	0	0	0	0	0	0	0	0	0	0	0
MIR5699	0	0	0	0	0	0	0	0	0	0	2
MIR4311	0	0	0	0	0	0	0	0	0	0	0
FAM72C	22	60	0	48	12	64	49	98	14	16	23
MIR3668	0	0	0	0	0	0	0	0	0	0	0
MIR548AN	1	0	0	0	0	0	0	0	0	0	0
LINC02563	0	0	0	0	0	0	0	0	0	0	0
MIR378G	0	0	0	0	0	2	0	0	0	0	0
MIR4526	0	0	0	0	0	1	0	2	0	0	1
IKBKE	699	617	493	1165	678	841	293	615	784	832	436
RN7SL122P	0	0	0	0	0	0	0	0	0	0	0
MIR4463	0	0	0	0	0	0	0	0	0	0	0
AK4P1	0	9	0	4	0	2	0	2	0	2	0
RN7SL387P	0	0	0	0	0	0	0	0	0	0	0
MIR5582	0	0	0	0	0	0	0	0	0	0	0
RN7SL383P	0	0	0	0	0	0	0	0	0	0	0
RN7SL716P	0	0	0	0	0	0	0	0	0	0	0
MIR4704	0	0	0	0	0	0	0	0	0	0	0
UBBP4	78	66	16	52	122	50	92	64	78	286	24
MIR7853	0	0	0	0	0	0	0	0	0	0	0
MIR4270	0	0	0	0	0	0	0	0	0	0	0
MIR4665	0	0	0	0	0	0	0	0	0	0	0
MIR548X2	0	1	0	0	0	0	0	0	0	0	0
MIR4522	0	0	0	0	0	0	0	0	0	0	0
MIR4480	0	0	0	0	0	0	0	1	0	4	0
PYCR1-AS1	0	0	0	0	0	0	0	0	0	0	0
HID1-AS1	0	1	0	0	0	0	0	0	0	0	2
LINC02591	2	0	0	0	6	0	0	0	2	0	0
MIR4804	0	0	0	0	0	0	1	0	0	0	0
RN7SL823P	0	4	10	0	0	0	0	0	0	0	0
MIR3936	0	0	0	0	0	0	0	0	0	0	0
MIR3915	0	0	0	0	0	0	0	0	0	0	0
MIR3185	0	0	0	0	0	0	0	0	0	0	0
CHORDC1P4	2	0	2	14	6	2	6	0	0	4	0
RN7SL353P	0	0	0	0	0	0	0	0	0	0	0
LINC02002	0	0	0	0	3	0	0	0	0	0	0
MIR4306	0	0	0	0	0	0	0	0	0	0	0
RN7SL178P	0	0	0	0	0	0	0	0	0	0	0
PPP4R1-AS1	42	8	6	61	45	38	84	73	69	169	162
MIR3155A	0	0	0	0	0	0	0	0	0	0	0
MIR5586	0	0	0	0	0	0	0	0	0	0	0
MIR378D1	0	0	0	0	0	0	0	0	0	0	0
MIR3919	0	0	0	0	0	0	0	0	0	0	0
MSMB	72010	90366	6939	84660	108557	4534	67678	53559	82522	115113	36938
MIR4777	0	0	0	0	0	0	0	0	0	0	0
MIR4802	7	0	0	1	3	2	1	0	1	0	0
MIR4515	0	0	0	0	0	0	0	0	0	0	0
BPTFP1	0	0	0	0	0	0	0	0	0	0	0
MIR3135B	0	0	0	0	0	0	0	0	0	0	0
MIR548AX	0	0	0	0	0	0	0	0	0	0	0
SNORA70D	0	0	0	0	0	0	0	0	0	0	0
LINC03066	0	0	0	0	0	1	0	2	0	4	2
RN7SL470P	0	0	0	0	0	0	0	0	0	0	0
MIR4457	0	0	0	0	0	0	0	0	0	0	0
RN7SL750P	0	0	0	0	0	0	0	0	0	0	0
MIR5581	0	0	0	0	0	0	0	0	1	3	2
MIR4632	0	0	3	3	0	2	0	0	0	0	0
MIR3197	0	0	0	0	0	0	2	0	0	0	0
MIR548D2	0	0	0	0	0	0	0	0	0	0	0
MIR3161	0	0	0	0	0	0	0	0	0	0	0
MIR3621	0	0	0	0	0	0	0	0	0	0	0
MIR5689	0	0	0	0	0	0	0	0	0	0	0
LINC02864	0	0	0	0	1	0	0	0	0	0	0
MIR4639	0	2	8	5	1	0	0	0	0	0	0
LINC02210-CRHR1	0	0	0	0	0	0	0	1	0	0	0
SLC25A51P2	0	0	0	0	0	0	0	0	0	0	0
SEPTIN9-DT	30	24	19	8	15	4	2	6	24	16	6
DLGAP1-AS3	5	9	0	0	0	2	2	0	2	0	2
FTLP13	0	0	0	0	0	0	0	0	0	0	0
MIR3937	0	0	0	0	0	0	0	0	0	0	0
MIR4643	0	0	0	0	0	0	0	0	0	0	0
MIR4662B	0	0	0	0	0	0	0	0	0	0	0
RN7SL4P	6	18	0	24	2	7	26	4	4	24	6
MIR548AS	0	0	0	0	0	0	0	0	0	0	0
MIR3165	0	0	0	0	0	0	0	0	0	0	0
MIR3664	0	0	0	0	0	0	0	0	0	0	0
MIR4277	0	0	0	0	0	0	0	0	0	0	0
EXOGP1	0	0	0	0	0	0	0	0	0	0	0
OOSP1P2	0	0	0	0	0	0	0	0	0	0	0
MIR548AV	0	0	0	0	0	0	0	0	0	0	0
MIR3133	0	0	0	0	0	0	0	0	0	0	0
LINC00667	2267	698	409	795	2155	1186	1062	2473	1629	932	1561
RN7SL498P	0	0	0	0	0	0	0	0	0	0	0
GDF2	0	0	0	0	0	0	0	0	0	0	0
MIR4286	0	0	0	0	0	1	0	0	0	0	0
MIR3686	0	0	0	0	0	0	0	0	0	0	0
SNORD43	0	0	0	0	0	0	0	0	0	0	0
KPNB1-DT	19	14	17	27	9	13	7	6	19	41	12
SNORA4	0	0	0	0	0	0	0	0	0	0	0
MIR5590	0	0	0	0	0	0	0	0	0	0	0
MIR3182	0	0	0	0	0	0	0	0	0	0	0
SKAP1-AS1	0	2	0	6	0	0	0	2	0	7	1
MIR4473	0	0	0	0	0	0	0	0	0	0	0
MIR3115	6	0	2	0	0	0	0	0	0	0	0
RN7SL457P	0	0	0	0	0	0	0	0	0	0	0
MIR5100	0	0	0	0	0	0	0	0	0	0	0
MIR5684	2	1	2	4	0	5	0	0	0	0	0
MIR3675	0	0	0	0	0	0	0	0	0	0	0
MIR3679	0	0	0	0	0	0	0	0	0	0	0
RN7SL426P	4	14	6	0	7	0	0	4	1	1	0
MIR548AW	0	0	0	0	0	0	0	0	0	0	0
RDM1P5	3	0	0	4	1	47	18	22	0	8	12
MIR4439	0	0	0	0	0	0	0	0	0	0	0
SINHCAFP1	4	0	0	0	0	0	0	0	0	0	0
MIR378E	0	0	0	0	0	0	0	0	0	0	0
MIR4635	0	0	0	6	0	1	0	0	0	0	0
MIR4698	4	0	0	0	0	0	0	0	0	0	0
RN7SL44P	0	0	0	0	0	0	0	0	0	0	1
MIF4GD-DT	10	11	13	20	10	8	0	9	0	1	6
CIAPIN1P	6	4	0	2	2	5	2	4	4	2	33
MIR4744	0	0	0	0	2	0	0	0	0	4	0
MIR4729	0	0	0	0	0	0	0	0	0	0	0
MIR4769	2	0	0	0	0	0	0	0	0	0	0
MIR3927	0	0	0	0	0	0	0	0	0	0	0
LINC01543	0	0	0	0	0	2	0	0	0	0	0
MIR4528	0	0	0	0	0	0	0	0	0	0	0
THY1-AS1	0	0	0	0	0	0	0	0	0	0	0
LASP1NB	104	227	156	110	63	139	64	268	108	50	114
DLGAP1-AS4	12	4	2	0	14	0	0	1	0	0	4
MIR4436B2	0	0	0	0	0	0	0	0	0	0	0
RN7SL774P	0	2	0	0	0	0	0	0	0	0	0
EEF1DP7	0	12	8	8	7	2	0	2	4	0	0
THOC1-DT	8	22	2	0	16	10	11	37	32	12	8
MIR3920	0	0	0	0	0	0	0	0	0	0	0
USP32P4	2	7	0	0	5	0	0	2	0	0	0
MIR4303	0	0	0	0	0	0	0	0	0	0	0
MIR4667	0	0	0	0	0	0	0	0	0	0	0
MIR3925	0	14	0	0	0	0	0	0	0	0	0
MIR4669	0	0	0	0	0	0	0	0	0	0	0
RN7SL555P	0	0	0	0	0	0	0	0	0	0	0
MIR3116-1	0	0	0	0	0	0	0	0	0	0	0
MIR5000	0	3	0	0	0	0	0	0	0	0	0
MTND2P13	0	0	0	0	0	0	0	0	0	0	0
MIR3670-1	0	0	0	0	0	0	0	0	0	0	0
MIR4462	0	0	0	0	0	0	0	0	0	0	0
MIR4448	0	0	0	0	0	0	0	0	0	0	0
SNORD3A	427	1076	82	485	123	368	1282	912	457	761	1428
TOMM20P3	0	0	0	0	0	0	0	0	0	0	0
RN7SL275P	0	6	0	0	8	0	0	0	0	0	0
RN7SL32P	0	4	0	4	8	0	0	6	0	0	2
RN7SL435P	0	0	0	0	0	0	0	0	0	0	0
MIR548Y	0	0	0	0	0	0	0	0	0	0	0
RN7SL850P	1	0	0	0	0	4	0	0	2	0	0
NBPF11	1010	603	118	322	760	740	790	1222	914	197	1197
NETO1-DT	0	0	0	0	0	0	0	0	0	0	0
RHEX	28	12	6	2	0	4	2	0	52	4	0
MIR4509-3	0	0	0	0	0	0	0	0	0	0	0
MIR4290	0	0	0	0	0	0	0	0	0	0	0
RN7SL381P	0	0	0	2	0	0	0	0	0	0	0
RN7SL678P	0	2	0	0	0	0	0	0	0	0	0
MIR1587	0	0	0	0	0	0	0	0	0	0	0
MIR4760	0	0	0	0	0	0	0	0	0	0	0
RN7SL121P	0	0	0	0	0	0	0	2	0	0	0
YWHAEP3	0	0	0	0	0	0	0	0	0	0	0
MIR4499	0	0	0	1	0	0	0	0	0	0	0
MIR4672	0	0	0	0	0	0	0	1	6	4	2
MIR5705	0	0	0	0	0	0	0	0	0	0	0
MIR5698	0	2	0	0	0	0	0	0	0	0	0
RN7SL147P	0	0	0	0	0	0	0	0	0	0	0
RN7SL615P	0	0	0	0	0	0	0	0	0	0	0
RN7SL786P	0	0	0	0	0	0	0	0	0	0	0
RN7SL42P	0	0	0	0	0	0	0	0	0	0	0
RN7SL52P	0	0	0	0	0	0	0	0	0	0	0
MIR4717	0	0	0	0	0	0	0	0	0	0	0
MIR4314	0	2	0	0	0	0	0	0	0	0	0
AKR1C8	8	14	1	10	6	19	22	26	19	0	3
MIR4429	0	0	0	0	0	0	0	0	0	0	0
MIR3938	0	0	0	0	0	0	0	0	0	0	0
MIR4253	0	0	0	0	0	0	0	0	0	0	0
RN7SL336P	16	17	13	43	2	3	2	0	2	0	0
MIR4507	0	0	0	0	0	0	0	0	0	0	0
LINC02003	0	0	0	0	0	4	0	2	0	0	4
RN7SL744P	0	0	0	0	0	0	0	0	0	0	0
RN7SL66P	7	7	0	0	0	0	0	0	0	0	0
ABHD15-AS1	0	0	0	0	0	0	0	0	2	7	0
MIR4491	0	0	0	4	0	2	0	0	0	0	0
RN7SL198P	0	0	0	0	0	0	0	0	0	0	0
MIR4472-2	0	0	0	0	0	0	0	0	0	0	0
RN7SL670P	0	0	0	0	0	0	0	0	0	0	0
RN7SL455P	0	8	0	0	20	3	0	3	2	0	0
MIR4737	0	0	0	0	0	0	0	0	0	0	0
RPL31P9	0	0	0	0	0	0	0	0	0	0	0
MIR5685	1	0	0	2	0	0	0	0	0	0	0
MIR4316	0	0	0	0	0	0	0	0	0	0	0
FGF7P1	0	0	0	0	0	0	0	0	0	0	0
MIR3943	0	0	0	0	0	0	0	0	0	0	0
DND1P1	8	8	0	43	2	20	16	10	9	28	27
RN7SL531P	0	0	0	0	0	0	0	0	0	0	0
MIR3199-1	0	0	0	0	0	0	0	0	0	0	0
MIR4783	0	0	0	0	0	0	0	0	0	0	0
MIR5688	0	6	0	0	0	0	0	0	0	0	0
MIR3681	0	0	0	0	0	0	0	0	0	0	0
MIR4666B	0	0	0	0	0	0	0	0	0	0	0
RN7SL474P	0	0	0	0	0	0	2	0	0	0	0
