Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Transcription Factor Targets,16,M4831,SP1 01,,-3,3.3,4.1,30337,239,380,10,2.6,0.82,1305|1788|3200|4035|4330|6886|7171|10804|11187|22883,COL13A1|DNMT3A|HOXA3|LRP1|MN1|TAL1|TPM4|GJB6|PKP3|CLSTN1,-0.85,MyList
DisGeNET,35,C0001815,Primary Myelofibrosis,,-3,3.1,4,30337,282,380,11,2.9,0.86,1523|1788|2022|3315|3559|3689|5293|5595|9612|90427|161882,CUX1|DNMT3A|ENG|HSPB1|IL2RA|ITGB2|PIK3CD|MAPK3|NCOR2|BMF|ZFPM1,-0.85,MyList
DisGeNET,35,C0042133,Uterine Fibroids,,-3,2.4,3.8,30337,569,380,17,4.5,1.1,1312|1523|1677|1788|2022|4053|5293|5595|7022|8140|8519|9314|9469|9612|23180|284001|376497,COMT|CUX1|DFFB|DNMT3A|ENG|LTBP2|PIK3CD|MAPK3|TFAP2C|SLC7A5|IFITM1|KLF4|CHST3|NCOR2|RFTN1|CCDC57|SLC27A1,-0.85,MyList
DisGeNET,35,C0205698,Undifferentiated carcinoma,,-3,3.1,4,30337,283,380,11,2.9,0.86,832|2052|2956|3689|5154|5395|5595|5725|6595|9902|57007,CAPZB|EPHX1|MSH6|ITGB2|PDGFA|PMS2|MAPK3|PTBP1|SMARCA2|MRC2|ACKR3,-0.84,MyList
DisGeNET,35,C0162770,Right Ventricular Hypertrophy,,-3,4,4.3,30337,160,380,8,2.1,0.74,2034|4773|5293|5578|8291|9314|51422|406984,EPAS1|NFATC2|PIK3CD|PRKCA|DYSF|KLF4|PRKAG2|MIR200B,-0.84,MyList
DisGeNET,35,C0013537,Eclampsia,,-3,3.3,4.1,30337,241,380,10,2.6,0.82,1312|2022|2052|3559|4773|5133|5771|8553|9825|57007,COMT|ENG|EPHX1|IL2RA|NFATC2|PDCD1|PTPN2|BHLHE40|SPATA2|ACKR3,-0.83,MyList
Cell Type Signatures,7,M41672,TRAVAGLINI LUNG VASCULAR SMOOTH MUSCLE CELL,,-3,6.5,4.9,30337,61,380,5,1.3,0.58,2034|5154|6649|7171|51477,EPAS1|PDGFA|SOD3|TPM4|ISYNA1,-0.82,MyList
Transcription Factor Targets,16,M16291,YNGTTNNNATT UNKNOWN,,-3,2.8,3.9,30337,376,380,13,3.4,0.93,105|639|3200|3983|3985|4784|5293|5998|6595|6886|7465|26468|50619,ADARB2|PRDM1|HOXA3|ABLIM1|LIMK2|NFIX|PIK3CD|RGS3|SMARCA2|TAL1|WEE1|LHX6|DEF6,-0.82,MyList
DisGeNET,35,C0279530,Malignant Bone Neoplasm,,-3,4.5,4.4,30337,125,380,7,1.8,0.69,1269|1788|2022|5293|5578|9830|130497,CNR2|DNMT3A|ENG|PIK3CD|PRKCA|TRIM14|OSR1,-0.82,MyList
DisGeNET,35,C0745103,Hyperlipoproteinemia Type IIa,,-3,3.6,4.1,30337,201,380,9,2.4,0.78,240|1298|1523|1952|2395|3339|3689|4035|26119,ALOX5|COL9A2|CUX1|CELSR2|FXN|HSPG2|ITGB2|LRP1|LDLRAP1,-0.82,MyList
DisGeNET,35,C0024305,"Lymphoma, Non-Hodgkin",,-3,2.2,3.6,30337,733,380,20,5.3,1.1,1312|1523|2052|2956|3090|3559|4155|5048|5133|5293|5578|5595|6573|7161|9314|9612|9963|29933|374569|406984,COMT|CUX1|EPHX1|MSH6|HIC1|IL2RA|MBP|PAFAH1B1|PDCD1|PIK3CD|PRKCA|MAPK3|SLC19A1|TP73|KLF4|NCOR2|SLC23A1|GPR132|ASPG|MIR200B,-0.81,MyList
Cell Type Signatures,7,M39132,AIZARANI LIVER C33 STELLATE CELLS 2,,-3,4.4,4.4,30337,126,380,7,1.8,0.69,2034|4774|6649|7078|7171|9828|51477,EPAS1|NFIA|SOD3|TIMP3|TPM4|ARHGEF17|ISYNA1,-0.8,MyList
DisGeNET,35,C0026987,Myelofibrosis,,-3,3.9,4.2,30337,163,380,8,2.1,0.74,1523|1788|3315|3559|5293|6886|9612|90427,CUX1|DNMT3A|HSPB1|IL2RA|PIK3CD|TAL1|NCOR2|BMF,-0.8,MyList
DisGeNET,35,C0521158,Recurrent tumor,,-3,2.2,3.6,30337,735,380,20,5.3,1.1,864|1969|2022|2034|2956|3315|5133|5293|5595|6586|7078|7799|9314|9612|10801|11156|57007|80790|84627|153090,RUNX3|EPHA2|ENG|EPAS1|MSH6|HSPB1|PDCD1|PIK3CD|MAPK3|SLIT3|TIMP3|PRDM2|KLF4|NCOR2|SEPTIN9|PTP4A3|ACKR3|CMIP|ZNF469|DAB2IP,-0.8,MyList
Cell Type Signatures,7,M41652,TRAVAGLINI LUNG PROXIMAL BASAL CELL,,-3,2.3,3.7,30337,629,380,18,4.7,1.1,218|379|2034|2052|4774|4782|5802|6382|8553|9524|11187|22883|26119|51477|79026|79778|80305|254295,ALDH3A1|ARL4D|EPAS1|EPHX1|NFIA|NFIC|PTPRS|SDC1|BHLHE40|TECR|PKP3|CLSTN1|LDLRAP1|ISYNA1|AHNAK|MICALL2|TRABD|PHYHD1,-0.8,MyList
DisGeNET,35,C0018803,Heart Function Tests,,-2.9,14,6.1,30337,17,380,3,0.79,0.45,4774|5578|143187,NFIA|PRKCA|VTI1A,-0.78,MyList
DisGeNET,35,C1608389,Autoimmune myocarditis,,-2.9,6.3,4.8,30337,63,380,5,1.3,0.58,3559|3689|5133|5293|5578,IL2RA|ITGB2|PDCD1|PIK3CD|PRKCA,-0.78,MyList
DisGeNET,35,C0008497,Choriocarcinoma,,-2.9,2.6,3.8,30337,431,380,14,3.7,0.97,2022|2034|3090|3315|4035|5154|5293|5595|6382|7078|8140|9469|54453|57007,ENG|EPAS1|HIC1|HSPB1|LRP1|PDGFA|PIK3CD|MAPK3|SDC1|TIMP3|SLC7A5|CHST3|RIN2|ACKR3,-0.77,MyList
Transcription Factor Targets,16,M30360,ZNF589 TARGET GENES,,-2.9,2.2,3.6,30337,688,380,19,5,1.1,3801|4784|5578|5581|5725|5799|5802|6886|8140|22883|54897|55229|55620|57585|58492|79890|84256|254102|401303,KIFC3|NFIX|PRKCA|PRKCE|PTBP1|PTPRN2|PTPRS|TAL1|SLC7A5|CLSTN1|CASZ1|PANK4|STAP2|CRAMP1|ZNF77|RIN3|FLYWCH1|EHBP1L1|ZNF815P,-0.77,MyList
DisGeNET,35,C0019569,Hirschsprung Disease,,-2.9,2.7,3.8,30337,384,380,13,3.4,0.93,1312|1855|3315|3689|5595|9314|9536|10804|23352|26053|57007|65250|221472,COMT|DVL1|HSPB1|ITGB2|MAPK3|KLF4|PTGES|GJB6|UBR4|AUTS2|ACKR3|CPLANE1|FGD2,-0.77,MyList
Cell Type Signatures,7,M40237,DESCARTES FETAL LUNG SQUAMOUS EPITHELIAL CELLS,,-2.9,3.5,4,30337,206,380,9,2.4,0.78,5493|5753|9536|54961|84069|113146|284207|647024|729648,PPL|PTK6|PTGES|SSH3|PLEKHN1|AHNAK2|METRNL|C6orf132|ZNF812P,-0.77,MyList
DisGeNET,35,C0003862,Arthralgia,,-2.9,3.2,4,30337,248,380,10,2.6,0.82,1298|2022|3559|4035|5048|5133|5771|9469|10801|26119,COL9A2|ENG|IL2RA|LRP1|PAFAH1B1|PDCD1|PTPN2|CHST3|SEPTIN9|LDLRAP1,-0.77,MyList
DisGeNET,35,C1333015,Childhood Kidney Wilms Tumor,,-2.9,2.8,3.8,30337,338,380,12,3.2,0.9,2314|2956|5154|5293|5395|5578|5595|7161|7799|9319|11156|130497,FLII|MSH6|PDGFA|PIK3CD|PMS2|PRKCA|MAPK3|TP73|PRDM2|TRIP13|PTP4A3|OSR1,-0.76,MyList
DisGeNET,35,C0085669,Acute leukemia,,-2.9,2.2,3.6,30337,639,380,18,4.7,1.1,864|1003|1523|1788|2022|3142|4035|4298|5293|6886|7161|7465|9516|10801|11156|51084|51343|374569,RUNX3|CDH5|CUX1|DNMT3A|ENG|HLX|LRP1|MLLT1|PIK3CD|TAL1|TP73|WEE1|LITAF|SEPTIN9|PTP4A3|CRYL1|FZR1|ASPG,-0.74,MyList
Cell Type Signatures,7,M40157,DESCARTES FETAL CEREBELLUM MICROGLIA,,-2.9,2.2,3.6,30337,642,380,18,4.7,1.1,240|832|2548|3689|4772|4773|5023|5293|6886|29933|50619|51411|79890|147138|170691|201305|221472|374655,ALOX5|CAPZB|GAA|ITGB2|NFATC1|NFATC2|P2RX1|PIK3CD|TAL1|GPR132|DEF6|BIN2|RIN3|TMC8|ADAMTS17|SPNS3|FGD2|ZNF710,-0.73,MyList
DisGeNET,35,C0346191,Carcinoma in situ of endometrium,,-2.9,13,5.9,30337,18,380,3,0.79,0.45,1523|2956|5395,CUX1|MSH6|PMS2,-0.73,MyList
DisGeNET,35,C1335929,Schwannomatosis,,-2.9,13,5.9,30337,18,380,3,0.79,0.45,4774|4782|4784,NFIA|NFIC|NFIX,-0.73,MyList
DisGeNET,35,C0280222,"stage, pancreatic cancer",,-2.9,13,5.9,30337,18,380,3,0.79,0.45,2817|5293|7071,GPC1|PIK3CD|KLF10,-0.73,MyList
Transcription Factor Targets,16,M18230,ETS Q4,,-2.9,3.2,3.9,30337,252,380,10,2.6,0.82,2107|2672|5998|10636|23526|79652|79890|116986|153090|201305,ETF1|GFI1|RGS3|RGS14|ARHGAP45|TMEM204|RIN3|AGAP2|DAB2IP|SPNS3,-0.73,MyList
DisGeNET,35,C0002020,Alexithymia,,-2.9,8.2,5.1,30337,39,380,4,1.1,0.52,1312|5048|6886|9469,COMT|PAFAH1B1|TAL1|CHST3,-0.72,MyList
DisGeNET,35,C0154778,"Myopia, Degenerative",,-2.9,8.2,5.1,30337,39,380,4,1.1,0.52,5799|7078|7434|9745,PTPRN2|TIMP3|VIPR2|ZNF536,-0.72,MyList
COVID,200,COVID148,Proteome_Stukalov_A549_72h_NSP14_Down,,-2.9,8.2,5.1,30337,39,380,4,1.1,0.52,218|2052|4035|10458,ALDH3A1|EPHX1|LRP1|BAIAP2,-0.72,MyList
Transcription Factor Targets,16,M40834,HDAC8 TARGET GENES,,-2.8,4.2,4.2,30337,132,380,7,1.8,0.69,1759|3187|5395|55182|79652|79890|152877,DNM1|HNRNPH1|PMS2|RNF220|TMEM204|RIN3|FAM53A,-0.72,MyList
DisGeNET,35,C0026269,Mitral Valve Stenosis,,-2.8,3.8,4.1,30337,170,380,8,2.1,0.74,1312|3559|4155|5771|7161|8224|9469|23498,COMT|IL2RA|MBP|PTPN2|TP73|SYN3|CHST3|HAAO,-0.72,MyList
Transcription Factor Targets,16,M8549,AREB6 04,,-2.8,3.2,3.9,30337,253,380,10,2.6,0.82,639|4784|5595|6595|9830|50619|56262|90427|256364|389558,PRDM1|NFIX|MAPK3|SMARCA2|TRIM14|DEF6|LRRC8A|BMF|EML3|FAM180A,-0.72,MyList
Transcription Factor Targets,16,M30051,LMTK3 TARGET GENES,,-2.8,2.3,3.6,30337,592,380,17,4.5,1.1,864|2314|4330|5361|5725|10458|11332|23353|23526|26147|57224|58504|79661|84256|150368|201176|374655,RUNX3|FLII|MN1|PLXNA1|PTBP1|BAIAP2|ACOT7|SUN1|ARHGAP45|PHF19|NHSL1|ARHGAP22|NEIL1|FLYWCH1|PHETA2|ARHGAP27|ZNF710,-0.72,MyList
Transcription Factor Targets,16,M10428,HNF3ALPHA Q6,,-2.8,3.4,3.9,30337,211,380,9,2.4,0.78,639|1305|4774|6595|8224|10160|10458|23369|54961,PRDM1|COL13A1|NFIA|SMARCA2|SYN3|FARP1|BAIAP2|PUM2|SSH3,-0.72,MyList
DisGeNET,35,C0220650,Metastatic malignant neoplasm to brain,,-2.8,2.6,3.7,30337,392,380,13,3.4,0.93,1788|1855|1969|2621|3339|5133|5293|5578|6382|6595|9314|51343|57007,DNMT3A|DVL1|EPHA2|GAS6|HSPG2|PDCD1|PIK3CD|PRKCA|SDC1|SMARCA2|KLF4|FZR1|ACKR3,-0.72,MyList
DisGeNET,35,C0024814,Marinesco-Sjogren syndrome,,-2.8,4.2,4.2,30337,133,380,7,1.8,0.69,864|2956|4784|5395|7078|7799|9536,RUNX3|MSH6|NFIX|PMS2|TIMP3|PRDM2|PTGES,-0.72,MyList
DisGeNET,35,C0015625,Fanconi Anemia,,-2.8,2.6,3.7,30337,393,380,13,3.4,0.93,864|1487|2395|2956|3090|5209|5395|7161|7465|29933|55388|79661|90427,RUNX3|CTBP1|FXN|MSH6|HIC1|PFKFB3|PMS2|TP73|WEE1|GPR132|MCM10|NEIL1|BMF,-0.72,MyList
Transcription Factor Targets,16,M8101,NGFIC 01,,-2.8,3.1,3.8,30337,255,380,10,2.6,0.82,2107|5133|7171|8553|22883|79026|79990|116988|161882|339983,ETF1|PDCD1|TPM4|BHLHE40|CLSTN1|AHNAK|PLEKHH3|AGAP3|ZFPM1|NAT8L,-0.72,MyList
Transcription Factor Targets,16,M7622,ZIC3 01,,-2.8,3.1,3.8,30337,255,380,10,2.6,0.82,4035|5023|6586|6886|7078|9469|9516|23254|26468|54897,LRP1|P2RX1|SLIT3|TAL1|TIMP3|CHST3|LITAF|KAZN|LHX6|CASZ1,-0.72,MyList
DisGeNET,35,C1319315,Adenocarcinoma of large intestine,,-2.8,2.4,3.6,30337,543,380,16,4.2,1,864|1523|2956|4035|5133|5293|5395|5578|5590|6196|7161|23499|64359|114781|143187|100996485,RUNX3|CUX1|MSH6|LRP1|PDCD1|PIK3CD|PMS2|PRKCA|PRKCZ|RPS6KA2|TP73|MACF1|NXN|BTBD9|VTI1A|PITX1-AS1,-0.72,MyList
DisGeNET,35,C0153381,Malignant neoplasm of mouth,,-2.8,2.1,3.5,30337,756,380,20,5.3,1.1,240|864|2052|2956|3202|3315|3339|4773|5133|5293|5578|5595|6382|7078|7161|7465|8519|9314|11156|220064,ALOX5|RUNX3|EPHX1|MSH6|HOXA5|HSPB1|HSPG2|NFATC2|PDCD1|PIK3CD|PRKCA|MAPK3|SDC1|TIMP3|TP73|WEE1|IFITM1|KLF4|PTP4A3|LTO1,-0.72,MyList
DisGeNET,35,C4520983,Congenital atresia of extrahepatic bile duct,,-2.8,3.7,4,30337,172,380,8,2.1,0.74,1788|2034|2817|3665|3689|5154|5595|406984,DNMT3A|EPAS1|GPC1|IRF7|ITGB2|PDGFA|MAPK3|MIR200B,-0.72,MyList
COVID,200,COVID051,RNA_Xiong_BALF_Down,,-2.8,2.9,3.8,30337,300,380,11,2.9,0.86,240|2548|3689|4035|6452|6533|23396|57153|84875|147138|254102,ALOX5|GAA|ITGB2|LRP1|SH3BP2|SLC6A6|PIP5K1C|SLC44A2|PARP10|TMC8|EHBP1L1,-0.72,MyList
COVID,200,COVID124,Interactome_Stukalov_A549_72h_ORF3,,-2.8,2.9,3.8,30337,300,380,11,2.9,0.86,115|1969|2049|5361|5802|6533|8519|9902|56937|57622|80790,ADCY9|EPHA2|EPHB3|PLXNA1|PTPRS|SLC6A6|IFITM1|MRC2|PMEPA1|LRFN1|CMIP,-0.72,MyList
COVID,200,COVID234,Phosphoproteome_Klann_Caco-2_24h_Down,,-2.8,2.9,3.8,30337,300,380,11,2.9,0.86,1969|4298|4773|9612|10160|23327|23352|23369|57186|79026|85379,EPHA2|MLLT1|NFATC2|NCOR2|FARP1|NEDD4L|UBR4|PUM2|RALGAPA2|AHNAK|KIAA1671,-0.72,MyList
DisGeNET,35,C0009405,Hereditary Nonpolyposis Colorectal Neoplasms,,-2.8,8,5,30337,40,380,4,1.1,0.52,1312|2052|2956|5395,COMT|EPHX1|MSH6|PMS2,-0.71,MyList
DisGeNET,35,C0949059,Polyp of large intestine,,-2.8,4.8,4.3,30337,99,380,6,1.6,0.64,240|864|2022|2052|2956|5395,ALOX5|RUNX3|ENG|EPHX1|MSH6|PMS2,-0.71,MyList
COVID,200,COVID053,RNA_Xiong_PBMC_Down,,-2.8,3.1,3.8,30337,257,380,10,2.6,0.82,379|864|5802|9715|26053|53637|57593|161882|494470|101928784,ARL4D|RUNX3|PTPRS|FAM131B|AUTS2|S1PR5|EBF4|ZFPM1|ARK2C|RORA-AS1,-0.7,MyList
DisGeNET,35,C0201657,C-reactive protein measurement,,-2.8,4.1,4.1,30337,135,380,7,1.8,0.69,1952|3142|3559|5771|9745|54453|101928784,CELSR2|HLX|IL2RA|PTPN2|ZNF536|RIN2|RORA-AS1,-0.7,MyList
DisGeNET,35,C0023440,Acute Erythroblastic Leukemia,,-2.8,2.9,3.8,30337,302,380,11,2.9,0.86,2034|2314|2672|3339|5048|5293|5595|6886|22821|57007|161882,EPAS1|FLII|GFI1|HSPG2|PAFAH1B1|PIK3CD|MAPK3|TAL1|RASA3|ACKR3|ZFPM1,-0.7,MyList
DisGeNET,35,C0231274,Intolerant of heat,,-2.8,13,5.7,30337,19,380,3,0.79,0.45,2022|5605|85358,ENG|MAP2K2|SHANK3,-0.7,MyList
DisGeNET,35,C1840382,Abnormality of the ureter,,-2.8,13,5.7,30337,19,380,3,0.79,0.45,2314|3339|3955,FLII|HSPG2|LFNG,-0.7,MyList
DisGeNET,35,C0431448,Absent eyebrow,,-2.8,13,5.7,30337,19,380,3,0.79,0.45,5605|6595|54345,MAP2K2|SMARCA2|SOX18,-0.7,MyList
DisGeNET,35,C4721579,Secondary malignant neoplasm of colon and/or rectum,,-2.8,2.6,3.6,30337,397,380,13,3.4,0.93,1969|2022|3090|3665|5133|5154|5293|5395|5725|6573|9825|11332|84256,EPHA2|ENG|HIC1|IRF7|PDCD1|PDGFA|PIK3CD|PMS2|PTBP1|SLC19A1|SPATA2|ACOT7|FLYWCH1,-0.7,MyList
Transcription Factor Targets,16,M16079,P53 DECAMER Q2,,-2.8,3.1,3.8,30337,258,380,10,2.6,0.82,3625|4035|5493|6595|11187|57585|79778|90427|153090|389337,INHBB|LRP1|PPL|SMARCA2|PKP3|CRAMP1|MICALL2|BMF|DAB2IP|ARHGEF37,-0.7,MyList
Transcription Factor Targets,16,M11921,NFKB Q6,,-2.8,3.1,3.8,30337,258,380,10,2.6,0.82,1969|3559|4035|5998|6886|8553|9536|54453|90427|92922,EPHA2|IL2RA|LRP1|RGS3|TAL1|BHLHE40|PTGES|RIN2|BMF|CCDC102A,-0.7,MyList
Cell Type Signatures,7,M39040,FAN EMBRYONIC CTX BRAIN ENDOTHELIAL 2,,-2.8,2.9,3.7,30337,303,380,11,2.9,0.86,2034|7078|7171|8519|9828|10044|10160|23180|51477|79652|219699,EPAS1|TIMP3|TPM4|IFITM1|ARHGEF17|SH2D3C|FARP1|RFTN1|ISYNA1|TMEM204|UNC5B,-0.7,MyList
Cell Type Signatures,7,M40029,BUSSLINGER DUODENAL MATURE ENTEROCYTES,,-2.8,3.1,3.8,30337,259,380,10,2.6,0.82,3315|4035|5595|6573|9314|23654|79026|79778|201176|284422,HSPB1|LRP1|MAPK3|SLC19A1|KLF4|PLXNB2|AHNAK|MICALL2|ARHGAP27|SMIM24,-0.69,MyList
DisGeNET,35,C2103602,Autoimmune Primary Adrenal Insufficiency,,-2.8,7.8,4.9,30337,41,380,4,1.1,0.52,3559|4772|5133|10603,IL2RA|NFATC1|PDCD1|SH2B2,-0.69,MyList
DisGeNET,35,C2145472,Urothelial Carcinoma,,-2.8,2.5,3.6,30337,448,380,14,3.7,0.97,1788|1969|2022|4772|5133|5293|5395|5493|6382|11156|51477|55388|119391|153090,DNMT3A|EPHA2|ENG|NFATC1|PDCD1|PIK3CD|PMS2|PPL|SDC1|PTP4A3|ISYNA1|MCM10|GSTO2|DAB2IP,-0.69,MyList
DisGeNET,35,C0030297,Pancreatic Neoplasm,,-2.8,2.1,3.4,30337,764,380,20,5.3,1.1,240|864|886|1269|2022|2034|2817|4772|5154|5209|5293|5590|5595|5909|6382|7161|8291|8553|9314|79719,ALOX5|RUNX3|CCKAR|CNR2|ENG|EPAS1|GPC1|NFATC1|PDGFA|PFKFB3|PIK3CD|PRKCZ|MAPK3|RAP1GAP|SDC1|TP73|DYSF|BHLHE40|KLF4|AAGAB,-0.69,MyList
Transcription Factor Targets,16,M4153,PXR Q2,,-2.8,3.1,3.8,30337,260,380,10,2.6,0.82,6533|6649|6886|8553|11187|23499|79778|256364|285498|342667,SLC6A6|SOD3|TAL1|BHLHE40|PKP3|MACF1|MICALL2|EML3|RNF212|STAC2,-0.69,MyList
Cell Type Signatures,7,M39203,HAY BONE MARROW NEUTROPHIL,,-2.8,2.5,3.6,30337,449,380,14,3.7,0.97,240|2548|3142|4035|8291|9314|10043|11033|11078|23352|54453|79026|80790|254102,ALOX5|GAA|HLX|LRP1|DYSF|KLF4|TOM1|ADAP1|TRIOBP|UBR4|RIN2|AHNAK|CMIP|EHBP1L1,-0.69,MyList
DisGeNET,35,C0007273,Carotid Artery Diseases,,-2.8,5.8,4.5,30337,69,380,5,1.3,0.58,240|1952|4035|9536|342977,ALOX5|CELSR2|LRP1|PTGES|NANOS3,-0.69,MyList
Cell Type Signatures,7,M41743,RUBENSTEIN SKELETAL MUSCLE ENDOTHELIAL CELLS,,-2.8,4.1,4.1,30337,137,380,7,1.8,0.69,1003|2022|2034|3315|3339|7078|79026,CDH5|ENG|EPAS1|HSPB1|HSPG2|TIMP3|AHNAK,-0.69,MyList
Cell Type Signatures,7,M39241,LAKE ADULT KIDNEY C22 ENDOTHELIAL CELLS GLOMERULAR CAPILLARIES,,-2.8,4.1,4.1,30337,137,380,7,1.8,0.69,2034|4774|5578|5581|7078|23499|85358,EPAS1|NFIA|PRKCA|PRKCE|TIMP3|MACF1|SHANK3,-0.69,MyList
Transcription Factor Targets,16,M30110,PAX7 TARGET GENES,,-2.8,2.1,3.4,30337,711,380,19,5,1.1,1534|4774|5581|6595|10458|10801|22904|23030|23136|23327|23369|51084|51422|56928|57418|57597|64506|157697|219654,CYB561|NFIA|PRKCE|SMARCA2|BAIAP2|SEPTIN9|SBNO2|KDM4B|EPB41L3|NEDD4L|PUM2|CRYL1|PRKAG2|SPPL2B|WDR18|BAHCC1|CPEB1|ERICH1|ZCCHC24,-0.69,MyList
Cell Type Signatures,7,M40283,DESCARTES FETAL PLACENTA VASCULAR ENDOTHELIAL CELLS,,-2.7,4.7,4.2,30337,102,380,6,1.6,0.64,1003|22997|26468|54345|57186|85358,CDH5|IGSF9B|LHX6|SOX18|RALGAPA2|SHANK3,-0.68,MyList
DisGeNET,35,C0018935,Hematocrit procedure,,-2.7,4,4,30337,138,380,7,1.8,0.69,1952|5581|10636|51422|63976|114818|161882,CELSR2|PRKCE|RGS14|PRKAG2|PRDM16|KLHL29|ZFPM1,-0.68,MyList
Transcription Factor Targets,16,M613,TGANNYRGCA TCF11MAFG 01,,-2.7,2.9,3.7,30337,307,380,11,2.9,0.86,639|4035|5048|5595|6595|10801|65244|79026|79058|79990|256364,PRDM1|LRP1|PAFAH1B1|MAPK3|SMARCA2|SEPTIN9|SPATS2|AHNAK|ASPSCR1|PLEKHH3|EML3,-0.68,MyList
Transcription Factor Targets,16,M30323,ZNF436 TARGET GENES,,-2.7,2.4,3.5,30337,502,380,15,3.9,1,240|924|1523|5753|5802|7171|9963|10636|10801|23526|26119|54082|147138|150209|399474,ALOX5|CD7|CUX1|PTK6|PTPRS|TPM4|SLC23A1|RGS14|SEPTIN9|ARHGAP45|LDLRAP1|TSPEAR-AS1|TMC8|AIFM3|TMEM200B,-0.68,MyList
DisGeNET,35,C1961121,Congenital vascular anomaly,,-2.7,7.6,4.8,30337,42,380,4,1.1,0.52,2022|5133|5595|54345,ENG|PDCD1|MAPK3|SOX18,-0.67,MyList
DisGeNET,35,C0542514,Blue sclera,,-2.7,5.7,4.4,30337,70,380,5,1.3,0.58,1855|3339|4784|64359|84627,DVL1|HSPG2|NFIX|NXN|ZNF469,-0.67,MyList
Cell Type Signatures,7,M40152,DESCARTES FETAL ADRENAL VASCULAR ENDOTHELIAL CELLS,,-2.7,4,4,30337,139,380,7,1.8,0.69,1003|2022|3142|3625|54345|85358|134265,CDH5|ENG|HLX|INHBB|SOX18|SHANK3|AFAP1L1,-0.67,MyList
Transcription Factor Targets,16,M17925,MGGAAGTG GABP B,,-2.7,2.1,3.4,30337,771,380,20,5.3,1.1,2107|2672|3559|3985|5771|5998|7260|9319|10636|23352|23526|51411|51422|54863|90427|116986|219654|220064|221472|256364,ETF1|GFI1|IL2RA|LIMK2|PTPN2|RGS3|EIPR1|TRIP13|RGS14|UBR4|ARHGAP45|BIN2|PRKAG2|TOR4A|BMF|AGAP2|ZCCHC24|LTO1|FGD2|EML3,-0.67,MyList
DisGeNET,35,C1762616,"Meningioma, benign, no ICD-O subtype",,-2.7,2.6,3.6,30337,404,380,13,3.4,0.93,240|864|3200|5293|5595|5725|6649|7078|7161|7799|9314|23136|57007,ALOX5|RUNX3|HOXA3|PIK3CD|MAPK3|PTBP1|SOD3|TIMP3|TP73|PRDM2|KLF4|EPB41L3|ACKR3,-0.67,MyList
DisGeNET,35,C0006413,Burkitt Lymphoma,,-2.7,2.3,3.5,30337,556,380,16,4.2,1,240|639|1434|3559|3689|4773|5293|5395|5578|5595|6382|7161|9314|26053|83879|374569,ALOX5|PRDM1|CSE1L|IL2RA|ITGB2|NFATC2|PIK3CD|PMS2|PRKCA|MAPK3|SDC1|TP73|KLF4|AUTS2|CDCA7|ASPG,-0.67,MyList
DisGeNET,35,C0278877,Adult Meningioma,,-2.7,2.6,3.6,30337,405,380,13,3.4,0.93,240|864|3200|5293|5595|5725|6649|7078|7161|7799|9314|23136|57007,ALOX5|RUNX3|HOXA3|PIK3CD|MAPK3|PTBP1|SOD3|TIMP3|TP73|PRDM2|KLF4|EPB41L3|ACKR3,-0.66,MyList
Cell Type Signatures,7,M40004,BUSSLINGER ESOPHAGEAL LATE SUPRABASAL CELLS,,-2.7,4,4,30337,140,380,7,1.8,0.69,218|3315|5493|6382|9524|11187|79026,ALDH3A1|HSPB1|PPL|SDC1|TECR|PKP3|AHNAK,-0.66,MyList
DisGeNET,35,C4049272,Tumour budding,,-2.7,5.6,4.4,30337,71,380,5,1.3,0.58,1305|2956|5395|5595|406984,COL13A1|MSH6|PMS2|MAPK3|MIR200B,-0.66,MyList
DisGeNET,35,C0409974,Lupus Erythematosus,,-2.7,2.3,3.5,30337,558,380,16,4.2,1,639|1788|2314|2672|3339|3559|3665|3689|5133|5293|5578|6452|7078|9825|10603|83648,PRDM1|DNMT3A|FLII|GFI1|HSPG2|IL2RA|IRF7|ITGB2|PDCD1|PIK3CD|PRKCA|SH3BP2|TIMP3|SPATA2|SH2B2|FAM167A,-0.66,MyList
DisGeNET,35,C0018798,Congenital Heart Defects,,-2.7,2.6,3.6,30337,406,380,13,3.4,0.93,1003|1788|2395|3200|4772|5293|5595|6586|8291|8642|9314|65250|79719,CDH5|DNMT3A|FXN|HOXA3|NFATC1|PIK3CD|MAPK3|SLIT3|DYSF|DCHS1|KLF4|CPLANE1|AAGAB,-0.66,MyList
Transcription Factor Targets,16,M3489,AMEF2 Q6,,-2.7,3,3.7,30337,265,380,10,2.6,0.82,1305|3142|3216|5998|6382|9524|10804|54961|339983|389337,COL13A1|HLX|HOXB6|RGS3|SDC1|TECR|GJB6|SSH3|NAT8L|ARHGEF37,-0.66,MyList
DisGeNET,35,C1854114,Short nose,,-2.7,3,3.7,30337,265,380,10,2.6,0.82,1855|2314|3090|4298|4774|4784|5048|5605|64359|83879,DVL1|FLII|HIC1|MLLT1|NFIA|NFIX|PAFAH1B1|MAP2K2|NXN|CDCA7,-0.66,MyList
