Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-749476,RNA Polymerase III Abortive And Retractive Initiation,,-4.9,65,14,30337,41,34,3,8.8,4.9,4774|4782|4784,NFIA|NFIC|NFIX,-2.8
MyList_MCODE_ALL,GO Biological Processes,19,GO:0042063,gliogenesis,19_GO:0032502 developmental process,-4.9,16,8.5,30337,276,34,5,15,6.1,2817|4035|4774|5048|5595,GPC1|LRP1|NFIA|PAFAH1B1|MAPK3,-2.8
MyList_MCODE_ALL,KEGG Pathway,24,hsa04650,Natural killer cell mediated cytotoxicity,,-4.8,26,9.9,30337,135,34,4,12,5.5,4772|4773|5578|5595,NFATC1|NFATC2|PRKCA|MAPK3,-2.8
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-71387,Metabolism of carbohydrates,,-4.8,15,8.2,30337,290,34,5,15,6.1,2817|3339|6382|9394|51084,GPC1|HSPG2|SDC1|HS6ST1|CRYL1,-2.7
MyList_MCODE_ALL,KEGG Pathway,24,hsa05418,Fluid shear stress and atherosclerosis,,-4.7,25,9.7,30337,141,34,4,12,5.5,2817|5590|6382|119391,GPC1|PRKCZ|SDC1|GSTO2,-2.7
MyList_MCODE_ALL,Canonical Pathways,11,M8626,SIG BCR SIGNALING PATHWAY,,-4.7,58,13,30337,46,34,3,8.8,4.9,4772|4773|5595,NFATC1|NFATC2|MAPK3,-2.7
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-1793185,Chondroitin sulfate/dermatan sulfate metabolism,,-4.6,54,12,30337,50,34,3,8.8,4.9,2817|3339|6382,GPC1|HSPG2|SDC1,-2.6
MyList_MCODE_ALL,WikiPathways,27,WP536,Calcium regulation in cardiac cells,,-4.6,23,9.3,30337,152,34,4,12,5.5,5578|5590|5998|10636,PRKCA|PRKCZ|RGS3|RGS14,-2.6
MyList_MCODE_ALL,KEGG Pathway,24,hsa04921,Oxytocin signaling pathway,,-4.6,23,9.2,30337,154,34,4,12,5.5,4772|4773|5578|5595,NFATC1|NFATC2|PRKCA|MAPK3,-2.6
MyList_MCODE_ALL,WikiPathways,27,WP289,Myometrial relaxation and contraction pathways,,-4.6,23,9.2,30337,156,34,4,12,5.5,5578|5590|5998|10636,PRKCA|PRKCZ|RGS3|RGS14,-2.6
MyList_MCODE_ALL,GO Biological Processes,19,GO:0006631,fatty acid metabolic process,19_GO:0008152 metabolic process,-4.5,14,7.7,30337,324,34,5,15,6.1,1572|2052|11332|51084|84869,CYP2F1|EPHX1|ACOT7|CRYL1|CBR4,-2.6
MyList_MCODE_ALL,GO Biological Processes,19,GO:0008277,regulation of G protein-coupled receptor signaling pathway,19_GO:0050896 response to stimulus,-4.5,22,9,30337,161,34,4,12,5.5,2779|5578|5998|10636,GNAT1|PRKCA|RGS3|RGS14,-2.5
MyList_MCODE_ALL,WikiPathways,27,WP2795,Cardiac hypertrophic response,,-4.5,49,12,30337,55,34,3,8.8,4.9,4773|5578|5595,NFATC2|PRKCA|MAPK3,-2.5
MyList_MCODE_ALL,WikiPathways,27,WP4754,IL18 signaling,,-4.5,48,12,30337,56,34,3,8.8,4.9,3315|5578|5595,HSPB1|PRKCA|MAPK3,-2.5
MyList_MCODE_ALL,KEGG Pathway,24,hsa05225,Hepatocellular carcinoma,,-4.4,21,8.8,30337,170,34,4,12,5.5,5578|5595|6595|119391,PRKCA|MAPK3|SMARCA2|GSTO2,-2.5
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-3000171,Non-integrin membrane-ECM interactions,,-4.4,45,11,30337,59,34,3,8.8,4.9,3339|5578|6382,HSPG2|PRKCA|SDC1,-2.4
MyList_MCODE_ALL,WikiPathways,27,WP702,Metapathway biotransformation Phase I and II,,-4.3,19,8.4,30337,184,34,4,12,5.5,1572|2052|9394|119391,CYP2F1|EPHX1|HS6ST1|GSTO2,-2.3
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-9709957,Sensory Perception,,-4.3,8.8,6.5,30337,609,34,6,18,6.5,2779|2817|3339|4035|5578|6382,GNAT1|GPC1|HSPG2|LRP1|PRKCA|SDC1,-2.3
MyList_MCODE_ALL,WikiPathways,27,WP2324,AGE RAGE pathway,,-4.3,41,11,30337,66,34,3,8.8,4.9,5578|5590|5595,PRKCA|PRKCZ|MAPK3,-2.3
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-109582,Hemostasis,,-4.2,8.6,6.4,30337,622,34,6,18,6.5,2817|5578|5590|5595|6382|26153,GPC1|PRKCA|PRKCZ|MAPK3|SDC1|KIF26A,-2.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0071466,cellular response to xenobiotic stimulus,19_GO:0050896 response to stimulus,-4.2,18,8.2,30337,193,34,4,12,5.5,218|1572|2052|119391,ALDH3A1|CYP2F1|EPHX1|GSTO2,-2.3
MyList_MCODE_ALL,WikiPathways,27,WP69,T cell receptor signaling,,-4.1,36,10,30337,75,34,3,8.8,4.9,4772|4773|5595,NFATC1|NFATC2|MAPK3,-2.2
MyList_MCODE_ALL,WikiPathways,27,WP4341,Non genomic actions of 1 25 dihydroxyvitamin D3,,-4.1,35,10,30337,76,34,3,8.8,4.9,5578|5590|5595,PRKCA|PRKCZ|MAPK3,-2.2
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-9009391,Extra-nuclear estrogen signaling,,-4.1,35,9.9,30337,77,34,3,8.8,4.9,3315|5590|5595,HSPB1|PRKCZ|MAPK3,-2.2
MyList_MCODE_ALL,KEGG Pathway,24,hsa04015,Rap1 signaling pathway,,-4,17,7.8,30337,212,34,4,12,5.5,5578|5590|5595|10636,PRKCA|PRKCZ|MAPK3|RGS14,-2.2
MyList_MCODE_ALL,KEGG Pathway,24,hsa05170,Human immunodeficiency virus 1 infection,,-4,17,7.7,30337,213,34,4,12,5.5,4772|4773|5578|5595,NFATC1|NFATC2|PRKCA|MAPK3,-2.1
MyList_MCODE_ALL,KEGG Pathway,24,hsa05207,Chemical carcinogenesis - receptor activation,,-4,17,7.7,30337,215,34,4,12,5.5,2052|5578|5595|119391,EPHX1|PRKCA|MAPK3|GSTO2,-2.1
MyList_MCODE_ALL,KEGG Pathway,24,hsa05417,Lipid and atherosclerosis,,-4,17,7.7,30337,216,34,4,12,5.5,4772|4773|5578|5595,NFATC1|NFATC2|PRKCA|MAPK3,-2.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0010001,glial cell differentiation,19_GO:0032502 developmental process,-4,16,7.6,30337,219,34,4,12,5.5,2817|4035|4774|5595,GPC1|LRP1|NFIA|MAPK3,-2.1
MyList_MCODE_ALL,WikiPathways,27,WP2261,Glioblastoma signaling,,-4,33,9.6,30337,82,34,3,8.8,4.9,5578|5590|5595,PRKCA|PRKCZ|MAPK3,-2.1
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-211859,Biological oxidations,,-4,16,7.6,30337,222,34,4,12,5.5,218|1572|2052|119391,ALDH3A1|CYP2F1|EPHX1|GSTO2,-2.1
MyList_MCODE_ALL,KEGG Pathway,24,hsa05208,Chemical carcinogenesis - reactive oxygen species,,-3.9,16,7.5,30337,226,34,4,12,5.5,1572|2052|5595|119391,CYP2F1|EPHX1|MAPK3|GSTO2,-2.1
MyList_MCODE_ALL,KEGG Pathway,24,hsa05163,Human cytomegalovirus infection,,-3.9,16,7.5,30337,226,34,4,12,5.5,4772|4773|5578|5595,NFATC1|NFATC2|PRKCA|MAPK3,-2.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0048514,blood vessel morphogenesis,19_GO:0032502 developmental process,-3.9,10,6.5,30337,437,34,5,15,6.1,639|3339|4035|5578|9394,PRDM1|HSPG2|LRP1|PRKCA|HS6ST1,-2.1
MyList_MCODE_ALL,WikiPathways,27,WP5094,Orexin receptor pathway,,-3.9,30,9.3,30337,88,34,3,8.8,4.9,5578|5590|5595,PRKCA|PRKCZ|MAPK3,-2
MyList_MCODE_ALL,KEGG Pathway,24,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer,,-3.8,30,9.1,30337,90,34,3,8.8,4.9,4772|4773|5595,NFATC1|NFATC2|MAPK3,-2
MyList_MCODE_ALL,KEGG Pathway,24,hsa04662,B cell receptor signaling pathway,,-3.8,29,9.1,30337,91,34,3,8.8,4.9,4772|4773|5595,NFATC1|NFATC2|MAPK3,-2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0010720,positive regulation of cell development,19_GO:0032502 developmental process,-3.8,9.7,6.3,30337,459,34,5,15,6.1,5048|5578|5590|6595|10636,PAFAH1B1|PRKCA|PRKCZ|SMARCA2|RGS14,-2
MyList_MCODE_ALL,KEGG Pathway,24,hsa04658,Th1 and Th2 cell differentiation,,-3.8,29,9,30337,92,34,3,8.8,4.9,4772|4773|5595,NFATC1|NFATC2|MAPK3,-2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0009636,response to toxic substance,19_GO:0050896 response to stimulus,-3.8,14,7.1,30337,247,34,4,12,5.5,1572|2052|6382|119391,CYP2F1|EPHX1|SDC1|GSTO2,-2
MyList_MCODE_ALL,WikiPathways,27,WP382,MAPK signaling,,-3.8,14,7.1,30337,247,34,4,12,5.5,3315|4772|5578|5595,HSPB1|NFATC1|PRKCA|MAPK3,-2
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-9833110,RSV-host interactions,,-3.7,27,8.7,30337,98,34,3,8.8,4.9,2817|3339|6382,GPC1|HSPG2|SDC1,-1.9
MyList_MCODE_ALL,KEGG Pathway,24,hsa04020,Calcium signaling pathway,,-3.7,14,7,30337,254,34,4,12,5.5,886|4772|4773|5578,CCKAR|NFATC1|NFATC2|PRKCA,-1.9
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-4420097,VEGFA-VEGFR2 Pathway,,-3.7,27,8.7,30337,99,34,3,8.8,4.9,3315|5578|5590,HSPB1|PRKCA|PRKCZ,-1.9
MyList_MCODE_ALL,WikiPathways,27,WP399,Wnt signaling and pluripotency,,-3.7,26,8.6,30337,102,34,3,8.8,4.9,5048|5578|5590,PAFAH1B1|PRKCA|PRKCZ,-1.9
MyList_MCODE_ALL,Canonical Pathways,11,M164,PID ERBB1 DOWNSTREAM PATHWAY,,-3.7,25,8.4,30337,105,34,3,8.8,4.9,5578|5590|5595,PRKCA|PRKCZ|MAPK3,-1.9
MyList_MCODE_ALL,KEGG Pathway,24,hsa04625,C-type lectin receptor signaling pathway,,-3.7,25,8.4,30337,105,34,3,8.8,4.9,4772|4773|5595,NFATC1|NFATC2|MAPK3,-1.9
MyList_MCODE_ALL,GO Biological Processes,19,GO:0019752,carboxylic acid metabolic process,19_GO:0008152 metabolic process,-3.7,6.8,5.5,30337,792,34,6,18,6.5,1572|2052|11332|51084|84869|119391,CYP2F1|EPHX1|ACOT7|CRYL1|CBR4|GSTO2,-1.9
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-211945,Phase I - Functionalization of compounds,,-3.6,25,8.4,30337,106,34,3,8.8,4.9,218|1572|2052,ALDH3A1|CYP2F1|EPHX1,-1.9
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-194138,Signaling by VEGF,,-3.6,25,8.3,30337,108,34,3,8.8,4.9,3315|5578|5590,HSPB1|PRKCA|PRKCZ,-1.8
MyList_MCODE_ALL,KEGG Pathway,24,hsa04659,Th17 cell differentiation,,-3.6,25,8.3,30337,108,34,3,8.8,4.9,4772|4773|5595,NFATC1|NFATC2|MAPK3,-1.8
MyList_MCODE_ALL,GO Biological Processes,19,GO:0001676,long-chain fatty acid metabolic process,19_GO:0008152 metabolic process,-3.6,25,8.3,30337,109,34,3,8.8,4.9,1572|2052|11332,CYP2F1|EPHX1|ACOT7,-1.8
MyList_MCODE_ALL,WikiPathways,27,WP5426,HDAC6 interactions in the central nervous system,,-3.6,24,8.1,30337,112,34,3,8.8,4.9,3315|5590|5595,HSPB1|PRKCZ|MAPK3,-1.8
MyList_MCODE_ALL,GO Biological Processes,19,GO:0032787,monocarboxylic acid metabolic process,19_GO:0008152 metabolic process,-3.6,8.6,5.8,30337,521,34,5,15,6.1,1572|2052|11332|51084|84869,CYP2F1|EPHX1|ACOT7|CRYL1|CBR4,-1.8
MyList_MCODE_ALL,WikiPathways,27,WP428,Wnt signaling,,-3.5,23,8.1,30337,114,34,3,8.8,4.9,4772|4773|5578,NFATC1|NFATC2|PRKCA,-1.8
MyList_MCODE_ALL,GO Biological Processes,19,GO:0070372,regulation of ERK1 and ERK2 cascade,19_GO:0050896 response to stimulus,-3.5,12,6.5,30337,288,34,4,12,5.5,5578|5590|5595|10636,PRKCA|PRKCZ|MAPK3|RGS14,-1.8
MyList_MCODE_ALL,GO Biological Processes,19,GO:0001568,blood vessel development,19_GO:0032502 developmental process,-3.5,8.4,5.8,30337,533,34,5,15,6.1,639|3339|4035|5578|9394,PRDM1|HSPG2|LRP1|PRKCA|HS6ST1,-1.8
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,,-3.5,8.4,5.7,30337,534,34,5,15,6.1,639|3315|5578|5590|5595,PRDM1|HSPB1|PRKCA|PRKCZ|MAPK3,-1.8
MyList_MCODE_ALL,WikiPathways,27,WP4787,Osteoblast differentiation and related diseases,,-3.5,22,7.9,30337,119,34,3,8.8,4.9,5578|5590|5595,PRKCA|PRKCZ|MAPK3,-1.8
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-9820952,Respiratory Syncytial Virus Infection Pathway,,-3.5,22,7.8,30337,120,34,3,8.8,4.9,2817|3339|6382,GPC1|HSPG2|SDC1,-1.7
MyList_MCODE_ALL,KEGG Pathway,24,hsa04010,MAPK signaling pathway,,-3.5,12,6.4,30337,300,34,4,12,5.5,3315|4772|5578|5595,HSPB1|NFATC1|PRKCA|MAPK3,-1.7
MyList_MCODE_ALL,KEGG Pathway,24,hsa04071,Sphingolipid signaling pathway,,-3.5,22,7.8,30337,122,34,3,8.8,4.9,5578|5590|5595,PRKCA|PRKCZ|MAPK3,-1.7
MyList_MCODE_ALL,KEGG Pathway,24,hsa04660,T cell receptor signaling pathway,,-3.5,22,7.8,30337,122,34,3,8.8,4.9,4772|4773|5595,NFATC1|NFATC2|MAPK3,-1.7
MyList_MCODE_ALL,GO Biological Processes,19,GO:0001944,vasculature development,19_GO:0032502 developmental process,-3.4,8.1,5.6,30337,554,34,5,15,6.1,639|3339|4035|5578|9394,PRDM1|HSPG2|LRP1|PRKCA|HS6ST1,-1.7
MyList_MCODE_ALL,Canonical Pathways,11,M186,PID PDGFRB PATHWAY,,-3.4,21,7.5,30337,129,34,3,8.8,4.9,4035|5578|5595,LRP1|PRKCA|MAPK3,-1.7
MyList_MCODE_ALL,GO Biological Processes,19,GO:0006790,sulfur compound metabolic process,19_GO:0008152 metabolic process,-3.4,11,6.2,30337,314,34,4,12,5.5,2817|9394|11332|119391,GPC1|HS6ST1|ACOT7|GSTO2,-1.7
MyList_MCODE_ALL,KEGG Pathway,24,hsa04926,Relaxin signaling pathway,,-3.4,21,7.5,30337,130,34,3,8.8,4.9,5578|5590|5595,PRKCA|PRKCZ|MAPK3,-1.7
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-418594,G alpha (i) signalling events,,-3.4,11,6.1,30337,318,34,4,12,5.5,2779|5578|5998|10636,GNAT1|PRKCA|RGS3|RGS14,-1.7
MyList_MCODE_ALL,GO Biological Processes,19,GO:0007423,sensory organ development,19_GO:0032502 developmental process,-3.3,7.7,5.4,30337,582,34,5,15,6.1,639|2779|4774|5048|5595,PRDM1|GNAT1|NFIA|PAFAH1B1|MAPK3,-1.7
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,,-3.3,20,7.4,30337,134,34,3,8.8,4.9,4772|4773|5595,NFATC1|NFATC2|MAPK3,-1.7
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-195258,RHO GTPase Effectors,,-3.3,11,6,30337,326,34,4,12,5.5,5048|5578|5590|5595,PAFAH1B1|PRKCA|PRKCZ|MAPK3,-1.6
MyList_MCODE_ALL,GO Biological Processes,19,GO:0000278,mitotic cell cycle,19_GO:0009987 cellular process,-3.3,7.5,5.4,30337,594,34,5,15,6.1,4774|5048|5578|10636|29933,NFIA|PAFAH1B1|PRKCA|RGS14|GPR132,-1.6
MyList_MCODE_ALL,KEGG Pathway,24,hsa05135,Yersinia infection,,-3.3,19,7.3,30337,138,34,3,8.8,4.9,4772|4773|5595,NFATC1|NFATC2|MAPK3,-1.6
MyList_MCODE_ALL,GO Biological Processes,19,GO:1902105,regulation of leukocyte differentiation,19_GO:0002376 immune system process,-3.3,11,6,30337,331,34,4,12,5.5,639|5578|5590|6595,PRDM1|PRKCA|PRKCZ|SMARCA2,-1.6
MyList_MCODE_ALL,KEGG Pathway,24,hsa04380,Osteoclast differentiation,,-3.3,19,7.1,30337,142,34,3,8.8,4.9,4772|4773|5595,NFATC1|NFATC2|MAPK3,-1.6
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-3781865,Diseases of glycosylation,,-3.2,19,7.1,30337,144,34,3,8.8,4.9,2817|3339|6382,GPC1|HSPG2|SDC1,-1.6
MyList_MCODE_ALL,GO Biological Processes,19,GO:0007167,enzyme-linked receptor protein signaling pathway,19_GO:0050896 response to stimulus,-3.2,7.2,5.2,30337,618,34,5,15,6.1,3315|4035|4774|5595|10636,HSPB1|LRP1|NFIA|MAPK3|RGS14,-1.6
MyList_MCODE_ALL,GO Biological Processes,19,GO:0050865,regulation of cell activation,19_GO:0032501 multicellular organismal process,-3.2,7,5.1,30337,639,34,5,15,6.1,639|4773|5578|5590|6595,PRDM1|NFATC2|PRKCA|PRKCZ|SMARCA2,-1.5
MyList_MCODE_ALL,GO Biological Processes,19,GO:0060041,retina development in camera-type eye,19_GO:0032502 developmental process,-3.1,17,6.8,30337,156,34,3,8.8,4.9,639|2779|4774,PRDM1|GNAT1|NFIA,-1.5
MyList_MCODE_ALL,KEGG Pathway,24,hsa04218,Cellular senescence,,-3.1,17,6.8,30337,157,34,3,8.8,4.9,4772|4773|5595,NFATC1|NFATC2|MAPK3,-1.5
MyList_MCODE_ALL,WikiPathways,27,WP481,Insulin signaling,,-3.1,17,6.7,30337,160,34,3,8.8,4.9,5578|5590|5595,PRKCA|PRKCZ|MAPK3,-1.5
MyList_MCODE_ALL,GO Biological Processes,19,GO:0043408,regulation of MAPK cascade,19_GO:0050896 response to stimulus,-3.1,6.7,5,30337,661,34,5,15,6.1,5048|5578|5590|5595|10636,PAFAH1B1|PRKCA|PRKCZ|MAPK3|RGS14,-1.5
MyList_MCODE_ALL,GO Biological Processes,19,GO:0006898,receptor-mediated endocytosis,19_GO:0051179 localization,-3.1,16,6.6,30337,163,34,3,8.8,4.9,3339|4035|6382,HSPG2|LRP1|SDC1,-1.5
MyList_MCODE_ALL,KEGG Pathway,24,hsa04022,cGMP-PKG signaling pathway,,-3.1,16,6.5,30337,166,34,3,8.8,4.9,4772|4773|5595,NFATC1|NFATC2|MAPK3,-1.4
MyList_MCODE_ALL,GO Biological Processes,19,GO:0010970,transport along microtubule,19_GO:0051179 localization,-3.1,16,6.5,30337,168,34,3,8.8,4.9,3315|5048|5590,HSPB1|PAFAH1B1|PRKCZ,-1.4
MyList_MCODE_ALL,GO Biological Processes,19,GO:0035239,tube morphogenesis,19_GO:0032502 developmental process,-3,6.5,4.9,30337,688,34,5,15,6.1,639|3339|4035|5578|9394,PRDM1|HSPG2|LRP1|PRKCA|HS6ST1,-1.4
MyList_MCODE_ALL,GO Biological Processes,19,GO:0051216,cartilage development,19_GO:0032502 developmental process,-3,15,6.4,30337,174,34,3,8.8,4.9,4773|4774|5595,NFATC2|NFIA|MAPK3,-1.4
MyList_MCODE_ALL,KEGG Pathway,24,hsa04310,Wnt signaling pathway,,-3,15,6.4,30337,174,34,3,8.8,4.9,4772|4773|5578,NFATC1|NFATC2|PRKCA,-1.4
MyList_MCODE_ALL,GO Biological Processes,19,GO:0007018,microtubule-based movement,19_GO:0009987 cellular process,-3,9,5.4,30337,398,34,4,12,5.5,3315|3801|5048|5590,HSPB1|KIFC3|PAFAH1B1|PRKCZ,-1.4
MyList_MCODE_ALL,GO Biological Processes,19,GO:1902532,negative regulation of intracellular signal transduction,19_GO:0048519 negative regulation of biological process,-3,6.3,4.8,30337,704,34,5,15,6.1,3315|4035|5048|5595|10636,HSPB1|LRP1|PAFAH1B1|MAPK3|RGS14,-1.4
MyList_MCODE_ALL,GO Biological Processes,19,GO:1905475,regulation of protein localization to membrane,19_GO:0051179 localization,-2.9,15,6.2,30337,184,34,3,8.8,4.9,2817|4035|5590,GPC1|LRP1|PRKCZ,-1.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0045580,regulation of T cell differentiation,19_GO:0002376 immune system process,-2.9,14,6.1,30337,187,34,3,8.8,4.9,639|5590|6595,PRDM1|PRKCZ|SMARCA2,-1.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:1903706,regulation of hemopoiesis,19_GO:0002376 immune system process,-2.9,8.4,5.1,30337,427,34,4,12,5.5,639|5578|5590|6595,PRDM1|PRKCA|PRKCZ|SMARCA2,-1.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0070374,positive regulation of ERK1 and ERK2 cascade,19_GO:0048518 positive regulation of biological process,-2.9,14,6,30337,194,34,3,8.8,4.9,5578|5590|5595,PRKCA|PRKCZ|MAPK3,-1.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:1903708,positive regulation of hemopoiesis,19_GO:0002376 immune system process,-2.9,14,6,30337,194,34,3,8.8,4.9,5578|5590|6595,PRKCA|PRKCZ|SMARCA2,-1.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:1902107,positive regulation of leukocyte differentiation,19_GO:0002376 immune system process,-2.9,14,6,30337,194,34,3,8.8,4.9,5578|5590|6595,PRKCA|PRKCZ|SMARCA2,-1.3
MyList_MCODE_ALL,KEGG Pathway,24,hsa05167,Kaposi sarcoma-associated herpesvirus infection,,-2.9,14,6,30337,196,34,3,8.8,4.9,4772|4773|5595,NFATC1|NFATC2|MAPK3,-1.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0030705,cytoskeleton-dependent intracellular transport,19_GO:0051179 localization,-2.9,14,5.9,30337,197,34,3,8.8,4.9,3315|5048|5590,HSPB1|PAFAH1B1|PRKCZ,-1.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0043086,negative regulation of catalytic activity,19_GO:0065007 biological regulation,-2.9,8.1,5,30337,438,34,4,12,5.5,2779|3315|4035|10636,GNAT1|HSPB1|LRP1|RGS14,-1.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0006260,DNA replication,19_GO:0008152 metabolic process,-2.8,13,5.9,30337,200,34,3,8.8,4.9,4774|4782|4784,NFIA|NFIC|NFIX,-1.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0099111,microtubule-based transport,19_GO:0051179 localization,-2.8,13,5.7,30337,209,34,3,8.8,4.9,3315|5048|5590,HSPB1|PAFAH1B1|PRKCZ,-1.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0060322,head development,19_GO:0032502 developmental process,-2.8,5.7,4.5,30337,781,34,5,15,6.1,886|3339|5048|5595|26153,CCKAR|HSPG2|PAFAH1B1|MAPK3|KIF26A,-1.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0044248,cellular catabolic process,19_GO:0008152 metabolic process,-2.8,5.6,4.4,30337,790,34,5,15,6.1,2817|4035|5595|11332|51084,GPC1|LRP1|MAPK3|ACOT7|CRYL1,-1.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0045619,regulation of lymphocyte differentiation,19_GO:0002376 immune system process,-2.7,12,5.6,30337,219,34,3,8.8,4.9,639|5590|6595,PRDM1|PRKCZ|SMARCA2,-1.2
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-8939211,ESR-mediated signaling,,-2.7,12,5.5,30337,222,34,3,8.8,4.9,3315|5590|5595,HSPB1|PRKCZ|MAPK3,-1.2
MyList_MCODE_ALL,KEGG Pathway,24,hsa05166,Human T-cell leukemia virus 1 infection,,-2.7,12,5.5,30337,223,34,3,8.8,4.9,4772|4773|5595,NFATC1|NFATC2|MAPK3,-1.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0071363,cellular response to growth factor stimulus,19_GO:0050896 response to stimulus,-2.7,7.3,4.7,30337,490,34,4,12,5.5,3315|4772|4774|5595,HSPB1|NFATC1|NFIA|MAPK3,-1.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0061448,connective tissue development,19_GO:0032502 developmental process,-2.7,12,5.4,30337,232,34,3,8.8,4.9,4773|4774|5595,NFATC2|NFIA|MAPK3,-1.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0050804,modulation of chemical synaptic transmission,19_GO:0050789 regulation of biological process,-2.7,7.2,4.7,30337,496,34,4,12,5.5,5048|5590|5595|10636,PAFAH1B1|PRKCZ|MAPK3|RGS14,-1.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0099177,regulation of trans-synaptic signaling,19_GO:0050789 regulation of biological process,-2.7,7.2,4.7,30337,497,34,4,12,5.5,5048|5590|5595|10636,PAFAH1B1|PRKCZ|MAPK3|RGS14,-1.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0001501,skeletal system development,19_GO:0032502 developmental process,-2.6,7.1,4.6,30337,502,34,4,12,5.5,4773|4774|5048|5595,NFATC2|NFIA|PAFAH1B1|MAPK3,-1.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0006897,endocytosis,19_GO:0051179 localization,-2.6,7.1,4.6,30337,503,34,4,12,5.5,3339|4035|5595|6382,HSPG2|LRP1|MAPK3|SDC1,-1.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:1903047,mitotic cell cycle process,19_GO:0009987 cellular process,-2.6,7,4.6,30337,512,34,4,12,5.5,4774|5048|5578|29933,NFIA|PAFAH1B1|PRKCA|GPR132,-1.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0051249,regulation of lymphocyte activation,19_GO:0002376 immune system process,-2.6,7,4.6,30337,512,34,4,12,5.5,639|4773|5590|6595,PRDM1|NFATC2|PRKCZ|SMARCA2,-1.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0070848,response to growth factor,19_GO:0050896 response to stimulus,-2.6,6.8,4.5,30337,522,34,4,12,5.5,3315|4772|4774|5595,HSPB1|NFATC1|NFIA|MAPK3,-1.1
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-5668914,Diseases of metabolism,,-2.6,11,5.2,30337,250,34,3,8.8,4.9,2817|3339|6382,GPC1|HSPG2|SDC1,-1.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0007346,regulation of mitotic cell cycle,19_GO:0050789 regulation of biological process,-2.6,6.8,4.5,30337,528,34,4,12,5.5,5048|5578|6595|29933,PAFAH1B1|PRKCA|SMARCA2|GPR132,-1.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0006351,DNA-templated transcription,19_GO:0008152 metabolic process,-2.5,6.5,4.4,30337,546,34,4,12,5.5,4773|4782|4784|5595,NFATC2|NFIC|NFIX|MAPK3,-1
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-76002,"Platelet activation, signaling and aggregation",,-2.5,10,5,30337,263,34,3,8.8,4.9,5578|5590|5595,PRKCA|PRKCZ|MAPK3,-1
